,points,price,province,variety,winery,Year
110710,90,16.0,California,Merlot,Toad Hollow,2015
110715,90,55.0,California,Pinot Noir,Small Vines,2012
110718,90,18.0,Oregon,Red Blend,RoxyAnn,2011
110720,90,59.0,Veneto,Red Blend,San Rustico,2008
110721,90,54.0,Veneto,Red Blend,San Rustico,2009
110722,90,25.0,Oregon,Pinot Noir,Stoller,2012
110723,90,45.0,California,Pinot Noir,Transcendence,2012
110726,90,14.0,Oregon,Chardonnay,Foris,2012
110731,90,54.0,Burgundy,Chardonnay,Louis Jadot,2012
110733,90,72.0,Burgundy,Chardonnay,Olivier Leflaive,2012
110741,90,32.0,California,Cabernet Franc,Enoteca Five,2011
110742,90,46.0,California,Cabernet Sauvignon,Ferrari-Carano,2010
110744,90,30.0,California,Sauvignon Blanc,Grgich Hills,2012
110748,89,45.0,Tuscany,Red Blend,Vignavecchia,2010
110749,89,24.0,Oregon,Cabernet Sauvignon,Watermill,2009
110751,89,25.0,California,Pinot Noir,Buena Vista,2011
110753,89,35.0,Tuscany,Red Blend,Castellare di Castellina,2010
110754,89,43.0,Tuscany,Red Blend,Castello di Meleto,2009
110755,89,34.0,California,Pinot Noir,Tin Barn,2011
110757,89,45.0,California,Pinot Noir,Huge Bear,2012
110758,89,16.0,Oregon,Chardonnay,Lange,2012
110759,89,30.0,California,Cabernet Sauvignon,Laurel Glen,2011
110760,89,42.0,California,Syrah,Lawer,2011
110762,89,32.0,Tuscany,Red Blend,Poggio Argentiera,2011
110764,89,30.0,California,Chardonnay,Sanctuary,2012
110765,89,22.0,California,Pinot Noir,Siduri,2012
110769,89,40.0,Tuscany,Red Blend,Coli,2009
110771,85,24.0,California,Chardonnay,Rutherford Hill,2010
110772,85,33.0,California,Grenache,Sobriquet Winery,2010
110773,85,15.0,California,Merlot,Spellbound,2010
110774,85,20.0,California,Moscato,Stein Family,2011
110782,84,35.0,California,Zinfandel,Villa Toscano,2009
110788,84,28.0,Oregon,Chardonnay,Seven of Hearts,2010
110791,84,19.0,California,Zinfandel,Four Vines,2010
110792,84,13.0,California,Sauvignon Blanc,Kendall-Jackson,2011
110796,85,15.0,Tuscany,Red Blend,L'Oca Ciuca,2014
110797,85,45.0,Oregon,Pinot Noir,Montinore,2013
110799,85,36.0,Oregon,Red Blend,Season,2013
110800,85,15.0,California,Pinot Noir,Steelhead Vineyards,2014
110801,85,32.0,Oregon,Red Blend,Upper Five,2014
110802,85,25.0,Oregon,Pinot Noir,Vercingetorix VX,2014
110803,85,15.0,Tuscany,Sangiovese,Castellani,2011
110806,85,15.0,California,Zinfandel,Predator,2014
110807,85,20.0,California,Cabernet Sauvignon,Robert Hall,2014
110810,85,14.0,Tuscany,Sangiovese,Travignoli,2015
110811,85,20.0,California,Syrah,Wellington,2012
110814,85,28.0,California,Pinot Noir,Merriam,2013
110815,85,65.0,California,Pinot Noir,Armida,2014
110817,85,32.0,Oregon,Merlot,Cathedral Ridge,2013
110819,85,18.0,Oregon,Riesling,Harry & David,2014
110821,90,52.0,California,Pinot Noir,Talisman,2012
110822,90,49.0,California,Cabernet Sauvignon,Castello di Amorosa,2012
110823,90,22.0,California,Chardonnay,Starmont,2013
110826,90,22.0,California,Sauvignon Blanc,Gustafson Family,2014
110828,88,28.0,California,Chardonnay,Clos du Val,2012
110832,90,27.0,New York,Riesling,Keuka Lake Vineyards,2014
110834,90,45.0,Sicilia,Nero d'Avola,Baglio del Cristo di Campobello,2013
110835,90,35.0,Washington,Red Blend,Betz Family,2013
110836,90,79.0,California,RhÃ´ne-style Red Blend,Bonny Doon,2011
110837,90,30.0,California,Chardonnay,Burrell School Vineyards,2013
110839,90,32.0,Aquitaine,Bordeaux-style White Blend,ChÃ¢teau Bardins,2013
110846,90,30.0,New York,Chardonnay,ChÃ¢teau Frank,2010
110849,90,27.0,New York,Syrah,Chateau Lafayette Reneau,2013
110850,90,40.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Laffitte Carcasset,2013
110852,92,36.0,Alsace,GewÃ¼rztraminer,Martin Schaetzel,2012
110853,92,26.0,California,Grenache,Minassian-Young,2012
110854,92,54.0,Alsace,GewÃ¼rztraminer,Domaine Schoffit,2013
110855,92,60.0,Alsace,GewÃ¼rztraminer,Domaine Zind-Humbrecht,2012
110856,92,75.0,California,Red Blend,Dubost,2010
110857,92,59.0,Alsace,GewÃ¼rztraminer,Emile Beyer,2013
110858,92,38.0,Sicilia,Red Blend,Firriato,2010
110859,92,39.0,California,Chardonnay,Fog Crest,2012
110861,92,58.0,Sicilia,Red Blend,Girolamo Russo,2012
110862,92,45.0,California,Pinot Noir,Riverbench,2011
110865,92,20.0,Sicilia,White Blend,Tenuta delle Terre Nere,2013
110866,92,27.0,California,Cabernet Sauvignon,Martin Ranch,2011
110867,92,49.0,California,Red Blend,Muscardini,2010
110868,92,30.0,Sicilia,Red Blend,Occhipinti,2013
110869,92,38.0,California,Zinfandel,Peachy Canyon,2012
110870,92,32.0,Oregon,Zinfandel,Heart Catcher,2012
110875,92,30.0,California,Zinfandel,Cline,2012
110879,87,80.0,California,Petit Verdot,Jarvis,2008
110881,87,13.0,California,Sparkling Blend,Korbel,2010
110887,87,25.0,California,Chardonnay,Vigilance,2011
110890,87,25.0,California,Cabernet Sauvignon,Goyette,2010
110891,87,19.0,California,Zinfandel,Zinfandelic,2009
110892,87,12.0,California,Chardonnay,Mirassou,2011
110895,87,19.0,California,White Blend,Murrieta's Well,2011
110897,87,38.0,California,Malbec,Rutherford Hill,2009
110898,87,22.0,California,Sauvignon Blanc,Rutherford Hill,2011
110900,87,40.0,California,Pinot Noir,Sierra Madre,2010
110901,87,16.0,California,RosÃ©,Sorelle Winery,2011
110903,87,17.0,Piemonte,Moscato,Adriano Marco & Vittorio,2011
110906,87,18.0,Piemonte,Barbera,Bersano,2015
110908,87,36.0,Washington,Cabernet Sauvignon,Browne Family Vineyards,2014
110910,87,45.0,Burgundy,Chardonnay,ChÃ¢teau de Lavernette,2015
110911,87,13.0,California,RosÃ©,Cline,2016
110912,87,40.0,Washington,MourvÃ¨dre,Corvus,2014
110913,87,39.0,California,Pinot Noir,Domaine Carneros,2014
110915,87,35.0,California,Bordeaux-style Red Blend,Donati,2013
110917,87,14.0,Burgundy,Chardonnay,Florent Descombe,2015
110919,87,15.0,New York,Riesling,Heron Hill,2015
110921,87,60.0,California,Chardonnay,Hirsch,2015
110922,87,12.0,Piemonte,Barbera,Il Cascinone,2015
110924,86,18.0,Piemonte,Barbera,CarlindePaolo,2016
110926,86,36.0,Piemonte,Nebbiolo,Castello di Neive,2014
110930,86,78.0,Piemonte,Nebbiolo,Dante Rivetti,2012
110931,86,18.0,Burgundy,RosÃ©,Domaine Gueguen,2016
110932,86,18.0,Burgundy,Chardonnay,Domaine Pascal et Mireille Renaud,2016
110933,86,16.0,New York,Pinot Gris,Hosmer,2016
110934,86,15.0,California,Pinot Noir,Josh Cellars,2015
110935,86,40.0,Piemonte,Nebbiolo,Molino,2013
110939,90,56.0,California,Bordeaux-style Red Blend,AuburnJames,2012
110943,90,49.0,California,RhÃ´ne-style Red Blend,Cass,2014
110956,90,16.0,Oregon,Grenache,Quady North,2016
110957,90,100.0,California,Barbera,Renwood,2014
110960,90,18.0,Washington,Syrah,Saviah,2015
110961,90,22.0,Oregon,Viognier,Season,2015
110962,90,45.0,California,Sparkling Blend,Sevtap,2013
110963,90,32.0,California,Barbera,Shannon Ridge,2014
110965,90,65.0,California,Pinot Noir,Testarossa,2015
110967,83,13.0,Oregon,Pinot Gris,Belle VallÃ©e,2008
110969,83,10.0,California,Merlot,Cable Car,2007
110971,83,27.0,California,Cabernet Sauvignon,Lucas & Lewellen,2008
110973,83,24.0,Oregon,Cabernet Sauvignon,Silvan Ridge,2007
110974,83,20.0,Oregon,Pinot Noir,Belle VallÃ©e,2008
110976,83,15.0,California,Red Blend,Raymond,2009
110979,83,14.0,California,Sauvignon Blanc,Ancient Peaks,2010
110980,83,37.0,Oregon,Pinot Noir,Apolloni,2008
110981,84,18.0,Aquitaine,RosÃ©,ChÃ¢teau Thieuley,2016
110984,83,20.0,California,Red Blend,Deep Sea,2008
110988,83,55.0,California,Cabernet Sauvignon,Hendry,2006
110990,82,25.0,Oregon,Syrah,Cliff Creek,2006
110994,84,10.0,Aquitaine,Bordeaux-style White Blend,ChÃ¢teau de Costis,2016
110995,84,16.0,Aquitaine,RosÃ©,ChÃ¢teau Haut-Rian,2016
110996,84,18.0,Aquitaine,Bordeaux-style White Blend,ChÃ¢teau Thieuley,2016
110998,84,35.0,California,Chardonnay,Flora Springs,2015
110999,84,22.0,California,Sauvignon Blanc,Geyser Peak,2015
111006,84,18.0,Aquitaine,Bordeaux-style White Blend,Domaines Barons de Rothschild (Lafite),2016
111014,84,21.0,Aquitaine,Bordeaux-style White Blend,Vignerons de Tutiac,2016
111017,84,12.0,Aquitaine,RosÃ©,ChÃ¢teau de Cornemps,2016
111021,87,10.0,California,Zinfandel,Cline,1999
111022,87,10.0,California,Zinfandel,Cartlidge & Browne,1998
111025,87,18.0,California,Zinfandel,MadroÃ±a,1998
111026,87,22.0,California,Zinfandel,Martin & Weyrich,1997
111028,87,18.0,California,Zinfandel,Peterson,1998
111029,87,12.0,California,Zinfandel,Shooting Star,1998
111032,87,15.0,California,Zinfandel,Boeger,1997
111034,87,44.0,California,Zinfandel,Folie Ã  Deux,1998
111036,87,22.0,California,Zinfandel,Sebastiani,1998
111037,87,28.0,California,Zinfandel,Lolonis,1998
111040,86,20.0,Aquitaine,Bordeaux-style Red Blend,Baron Philippe de Rothschild,1998
111045,86,14.0,California,Zinfandel,Meeker,1997
111046,86,15.0,Aquitaine,Bordeaux-style Red Blend,Baron Philippe de Rothschild,1995
111047,86,30.0,California,Zinfandel,Edmeades,1998
111048,93,40.0,California,Chardonnay,Foley,2008
111049,93,45.0,California,Chardonnay,Foley,2008
111051,93,60.0,California,Cabernet Sauvignon,Newton,2007
111052,93,80.0,Sicilia,Nero d'Avola,Donnafugata,2006
111053,93,20.0,California,Cabernet Sauvignon,Kirkland Signature,2008
111054,93,65.0,California,Cabernet Sauvignon,Merryvale,2007
111055,93,45.0,California,Pinot Noir,Talisman,2007
111056,93,30.0,Oregon,Viognier,Cowhorn,2009
111058,93,100.0,California,Chardonnay,Freestone,2008
111064,93,90.0,Oregon,Pinot Noir,Adelsheim,2008
111065,93,55.0,California,Chardonnay,Merryvale,2008
111067,93,100.0,Oregon,Pinot Noir,Ponzi,2008
111068,93,35.0,California,Merlot,Trefethen,2007
111070,93,36.0,California,Chardonnay,Keller Estate,2007
111071,93,75.0,California,Bordeaux-style Red Blend,Merryvale,2007
111073,87,23.0,Tuscany,Viognier,Terre di Talamo,2010
111074,87,30.0,Tuscany,Sangiovese Grosso,Vini Italiani da Sogno,2008
111076,87,20.0,Tuscany,White Blend,Fattoria Le Pupille,2010
111077,87,30.0,California,Pinot Noir,Fritz,2009
111079,87,35.0,California,Bordeaux-style Red Blend,J Ludlow,2009
111080,87,15.0,Burgundy,Sauvignon Blanc,Jean-Marc Brocard,2010
111082,87,22.0,California,Cabernet Sauvignon,Lava Cap,2009
111084,87,55.0,Tuscany,Sangiovese Grosso,Livio Sassetti,2007
111085,87,36.0,California,Tempranillo,Longoria,2009
111087,87,20.0,Piemonte,Moscato,Mauro Sebaste,2010
111088,87,42.0,California,Merlot,Middle Ridge,2008
111089,87,20.0,Tuscany,Sangiovese Grosso,Molino di Sant'Antimo,2010
111090,87,12.0,California,Zinfandel,Peachy Canyon,2010
111091,87,18.0,Alsace,GewÃ¼rztraminer,Pierre Sparr,2010
111092,87,27.0,Tuscany,Sangiovese Grosso,Podere Brizio,2009
111094,87,25.0,California,Zinfandel,Ruby Hill Winery,2009
111095,87,16.0,Piemonte,Moscato,Tenuta Olim Bauda,2011
111097,87,20.0,Tuscany,Sangiovese Grosso,Tiezzi,2010
111098,87,11.0,California,Chardonnay,Tortoise Creek,2010
111099,87,25.0,California,Cabernet Sauvignon,Black Box,2010
111104,88,20.0,California,Chardonnay,Sextant,2011
111105,88,32.0,California,Pinot Noir,Stephen Ross,2010
111106,88,52.0,California,Bordeaux-style Red Blend,Virage,2008
111108,88,19.0,California,Red Blend,Borra,2010
111109,88,15.0,Tuscany,Red Blend,Castello di Radda,2010
111112,88,58.0,California,Bordeaux-style Red Blend,Niner,2009
111113,88,20.0,Tuscany,Red Blend,Poggio alla Sala,2012
111116,88,58.0,Oregon,Pinot Noir,Rex Hill,2010
111118,88,20.0,Oregon,Pinot Noir,Stoller,2012
111120,88,18.0,Alsace,Pinot Gris,Domaine Zinck,2011
111122,88,37.0,California,Pinot Noir,Ancient Oak Cellars,2010
111125,88,13.0,Aquitaine,Bordeaux-style White Blend,Michel Lynch,2014
111126,88,25.0,Tuscany,Red Blend,Donatella Cinelli Colombini,2012
111128,88,80.0,Tuscany,Sangiovese,Fattoria Lavacchio,2008
111129,88,34.0,Washington,Merlot,Foundry Vineyards,2012
111132,88,20.0,Washington,Zinfandel,Angel Vine,2012
111133,88,50.0,Washington,Merlot,Boudreaux Cellars,2009
111134,88,30.0,Washington,Bordeaux-style Red Blend,Bunchgrass,2011
111138,88,13.0,Aquitaine,Bordeaux-style White Blend,ChÃ¢teau Fonfroide,2014
111139,88,15.0,Aquitaine,RosÃ©,ChÃ¢teau la VerriÃ¨re,2014
111141,88,17.0,Washington,Cabernet Sauvignon,Six Prong,2013
111143,88,50.0,California,Cabernet Sauvignon,Tamber Bey,2012
111144,88,18.0,Tuscany,Red Blend,Tenuta San Jacopo,2009
111149,88,35.0,Tuscany,Red Blend,Montemercurio,2009
111152,88,48.0,California,Pinot Noir,Nicholson Ranch,2012
111179,94,44.0,California,Pinot Noir,Robert Stemmler,2007
111180,94,55.0,Tuscany,Sangiovese Grosso,San Polino,2005
111181,94,46.0,Washington,Red Blend,Andrew Will,2007
111182,94,55.0,California,Cabernet Sauvignon,Parallel,2007
111183,94,35.0,California,Cabernet Sauvignon,Crossbarn by Paul Hobbs,2007
111185,93,25.0,Washington,Riesling,Pacific Rim,2008
111187,93,35.0,California,Chardonnay,Roche,2008
111188,93,25.0,Washington,Cabernet Sauvignon,Southard,2007
111191,93,70.0,Tuscany,Sangiovese Grosso,Donatella Cinelli Colombini,2005
111193,93,30.0,California,Chardonnay,Fort Ross,2008
111194,93,24.0,California,Chardonnay,Pali,2008
111195,93,40.0,California,Pinot Noir,Robert Stemmler,2007
111197,84,10.0,California,Merlot,Forest Glen,2000
111198,93,40.0,California,Chardonnay,Bernardus,2008
111199,93,45.0,Washington,Red Blend,Betz Family,2007
111202,84,21.0,California,Merlot,Cedar Mountain,1997
111206,84,9.0,California,Cabernet Sauvignon,Parducci,2000
111207,84,18.0,California,Pinot Noir,La Crema,2001
111210,84,22.0,California,Merlot,Bridlewood,1999
111213,84,9.0,California,Chardonnay,Parducci,2001
111219,84,9.0,Oregon,Pinot Noir,Parducci,2001
111225,88,16.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Chantemerle,2012
111226,88,22.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Gauthier,2011
111229,88,25.0,California,Pinot Noir,Laetitia,2012
111231,88,17.0,California,Merlot,William Hill Estate,2012
111234,88,16.0,Oregon,Pinot Noir,Elk Cove,2013
111235,88,35.0,California,Pinot Noir,Foppiano,2011
111239,88,48.0,Oregon,Pinot Noir,Le Cadeau,2011
111243,88,50.0,Piemonte,Nebbiolo,Rattalino,2010
111246,88,20.0,Oregon,Pinot Noir,Stoller,2013
111247,88,32.0,California,MourvÃ¨dre,Adelaida,2011
111248,88,26.0,California,RhÃ´ne-style White Blend,Bonny Doon,2011
111249,88,77.0,Piemonte,Nebbiolo,Boroli,2010
111253,90,34.0,California,Zinfandel,V. Sattui,2011
111254,90,95.0,California,Merlot,Jarvis,2011
111261,89,45.0,California,Pinot Noir,Beauregard,2012
111262,89,45.0,California,Pinot Noir,Black Kite,2011
111267,89,70.0,Tuscany,Red Blend,Castellare di Castellina,2009
111269,89,25.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Petit-Freylon,2011
111274,89,20.0,Oregon,Pinot Noir,Lachini,2012
111275,93,75.0,California,Cabernet Sauvignon,Mario Perelli-Minetti,2005
111276,93,60.0,Tuscany,Sangiovese Grosso,PianCornello,2007
111278,93,48.0,California,Pinot Noir,Samsara,2009
111279,93,72.0,Tuscany,Sangiovese Grosso,Tenuta Carlina,2007
111280,93,80.0,Tuscany,Sangiovese Grosso,Terralsole,2006
111281,93,75.0,Tuscany,Sangiovese Grosso,Terralsole,2007
111283,93,90.0,Burgundy,Pinot Noir,Domaine Faiveley,2009
111285,93,48.0,Tuscany,Sangiovese Grosso,Fattoria La Lecciaia,2007
111286,93,48.0,Tuscany,Sangiovese Grosso,Fossacolle,2007
111287,93,95.0,California,Cabernet Sauvignon,Bennett Lane,2008
111288,93,90.0,Tuscany,Sangiovese Grosso,Camigliano,2006
111289,93,50.0,Tuscany,Sangiovese Grosso,Capanne Ricci,2007
111290,93,60.0,Tuscany,Sangiovese Grosso,Il Valentiano,2007
111291,93,55.0,Tuscany,Sangiovese Grosso,La Mannella,2007
111294,93,26.0,California,Pinot Noir,Melville,2010
111296,92,40.0,Tuscany,Sangiovese Grosso,Mocali,2007
111298,92,50.0,Tuscany,Sangiovese Grosso,San Lorenzo,2007
111299,92,80.0,Tuscany,Sangiovese Grosso,Altesino,2006
111300,92,34.0,California,Pinot Noir,Bailiwick,2009
111302,92,50.0,Tuscany,Sangiovese Grosso,Camigliano,2007
111305,86,13.0,Washington,Cabernet Sauvignon,Snoqualmie,2014
111306,86,26.0,California,Tempranillo,Steiner Family Vineyards,2013
111309,86,20.0,Burgundy,Sauvignon Blanc,Domaine Gueguen,2015
111310,86,21.0,Washington,Merlot,Gordon Estate,2014
111314,86,24.0,California,Cabernet Sauvignon,Vigilance,2014
111315,86,13.0,Washington,Pinot Gris,Waterbrook,2015
111316,86,45.0,California,Tempranillo,Artesa,2013
111317,86,16.0,California,Chardonnay,Boeger,2015
111318,86,30.0,California,Cabernet Sauvignon,Buena Vista,2014
111320,86,21.0,Tuscany,Red Blend,Fattoria La Vialla,2014
111323,85,22.0,California,Cabernet Sauvignon,Aquinas,2014
111326,85,19.0,Tuscany,Red Blend,Collemassari,2014
111331,85,6.0,Washington,Chardonnay,Two Vines,2014
111333,89,40.0,Veneto,"Corvina, Rondinella, Molinara",La Dama,2007
111334,89,35.0,California,Pinot Noir,Windsor Oaks,2007
111335,89,40.0,Veneto,"Corvina, Rondinella, Molinara",Zeni,2009
111337,89,38.0,California,Grenache,Chamisal Vineyards,2009
111338,89,35.0,California,Chardonnay,Clos La Chance,2010
111340,89,35.0,Burgundy,Chardonnay,Henri de Villamont,2009
111341,89,20.0,New York,Riesling,Red Newt Cellars,2010
111342,89,20.0,Washington,Malbec,Roza Ridge,2009
111343,89,16.0,New York,Riesling,Sheldrake Point,2011
111344,89,25.0,Washington,Red Blend,Sheridan Vineyard,2010
111345,89,12.0,Washington,Cabernet Sauvignon,Hyatt,2009
111346,89,51.0,Burgundy,Pinot Noir,Jean-Claude Boisset,2009
111347,89,64.0,California,Merlot,Keenan,2009
111348,89,14.0,New York,Riesling,Lamoreaux Landing,2011
111349,89,80.0,Burgundy,Pinot Noir,Louis Latour,2010
111350,89,35.0,Burgundy,Pinot Noir,Louis Latour,2010
111351,89,25.0,Veneto,"Corvina, Rondinella, Molinara",Manara,2009
111352,89,28.0,Washington,Chardonnay,Ã Maurice,2009
111354,89,47.0,Veneto,"Corvina, Rondinella, Molinara",Antica Corte,2009
111355,89,35.0,Washington,RhÃ´ne-style Red Blend,Brian Carter Cellars,2008
111357,89,32.0,California,Syrah,Topel,2007
111358,89,50.0,Veneto,"Corvina, Rondinella, Molinara",Vigneti Villabella,2007
111360,89,35.0,California,Pinot Noir,Windsor Oaks,2007
111362,91,28.0,Oregon,RhÃ´ne-style White Blend,Cowhorn,2012
111367,91,28.0,California,Chardonnay,J Vineyards & Winery,2012
111368,91,64.0,California,Chardonnay,Jarvis,2012
111370,91,48.0,California,RhÃ´ne-style Red Blend,Amapola Creek,2010
111375,91,40.0,Burgundy,Chardonnay,Domaine Sangouard-Guyot,2012
111378,91,60.0,Oregon,Pinot Noir,Elk Cove,2012
111379,91,65.0,Burgundy,Pinot Noir,Evening Land,2011
111380,91,40.0,California,Zinfandel,Rock Wall,2011
111381,91,20.0,Oregon,Chardonnay,Thistle,2012
111384,85,27.0,California,Cabernet Sauvignon,Martin Ranch,2009
111385,85,12.0,California,Moscato,Martin & Weyrich,2011
111390,85,35.0,Piemonte,Nebbiolo,Montaribaldi,2010
111391,85,25.0,Piemonte,Nebbiolo,Negretti,2009
111393,85,26.0,California,RhÃ´ne-style Red Blend,Sanglier Cellars,2010
111394,85,11.0,California,Zinfandel,Shenandoah,2011
111395,85,28.0,Piemonte,Barbera,Stroppiana,2011
111399,85,15.0,Piemonte,Dolcetto,Borgogno F.lli Serio e Battista,2012
111400,85,24.0,Washington,Red Blend,Canoe Ridge,2010
111402,85,15.0,Aquitaine,Bordeaux-style Red Blend,Closerie du Bailli,2011
111403,85,30.0,California,Zinfandel,Di Arie,2009
111405,84,22.0,California,Petite Sirah,Prager,2007
111406,84,22.0,California,RhÃ´ne-style White Blend,Sanglier Cellars,2011
111408,84,60.0,Piemonte,Nebbiolo,Stroppiana,2009
111409,84,25.0,California,Viognier,Summerwood,2010
111412,84,22.0,California,Cabernet Sauvignon,Alexander Valley Vineyards,2010
111413,84,9.0,Washington,Merlot,WildHaven,2011
111416,86,50.0,California,Cabernet Sauvignon,Clos La Chance,2005
111421,86,25.0,Oregon,Pinot Noir,Stoller,2006
111424,86,15.0,New York,GewÃ¼rztraminer,Wagner,2007
111427,86,13.0,Sicilia,Red Blend,Feudo di Santa Tresa,2006
111432,85,30.0,New York,Champagne Blend,ChÃ¢teau Frank,2000
111434,85,19.0,Aquitaine,Bordeaux-style White Blend,Domaines Barons de Rothschild (Lafite),2005
111436,85,17.0,New York,Pinot Gris,Lakewood,2007
111438,87,30.0,California,Chardonnay,Trione,2007
111440,87,39.0,California,Pinot Noir,Zepaltas,2008
111441,87,35.0,California,Sangiovese,Koehler,2007
111443,87,45.0,California,Red Blend,Paul Dolan,2006
111444,87,18.0,California,Cabernet Sauvignon,Sebastiani,2006
111445,87,25.0,California,Bordeaux-style White Blend,St. SupÃ©ry,2007
111447,87,28.0,California,Red Blend,Longoria,2007
111448,87,62.0,Veneto,Red Blend,Masottina,2003
111449,87,15.0,California,Chardonnay,Matchbook,2008
111451,87,25.0,Oregon,Pinot Noir,Alchemist,2008
111452,87,70.0,California,Cabernet Sauvignon,Bacio Divino,2007
111455,87,28.0,California,Zinfandel,Dogwood,2007
111456,87,24.0,California,Pinot Noir,Domaine Carneros,2007
111457,87,15.0,Oregon,Pinot Blanc,Erath,2007
111458,87,22.0,Oregon,Pinot Gris,Erath,2008
111461,83,12.0,California,Cabernet Sauvignon,Castle Rock,2010
111467,82,27.0,California,Zinfandel,Peterson,2009
111468,82,28.0,California,Merlot,Pomar Junction,2008
111470,82,48.0,California,Red Blend,Pomar Junction,2009
111471,82,25.0,California,Viognier,Pomar Junction,2010
111472,82,13.0,California,Chardonnay,Sebastiani,2010
111475,82,34.0,California,Cabernet Sauvignon,Pomar Junction,2008
111477,82,16.0,California,Cabernet Sauvignon,Stonegate,2010
111481,81,24.0,California,Zinfandel,Peterson,2009
111485,88,13.0,Aquitaine,Bordeaux-style White Blend,ChÃ¢teau Lamothe-Vincent,2014
111486,88,12.0,Aquitaine,Bordeaux-style White Blend,ChÃ¢teau Lauduc,2014
111490,88,25.0,Tuscany,Red Blend,Fattoria di Valiano,2009
