points,price,province,variety,winery,Year
90,38.0,Tuscany,Sangiovese Grosso,Bonacchi,2008
90,35.0,Washington,Cabernet Sauvignon,Browne Family Vineyards,2009
90,45.0,Tuscany,Sangiovese Grosso,Canalicchio Franco Pacenti,2008
90,45.0,Tuscany,Sangiovese Grosso,Villa I Cipressi,2008
90,70.0,Tuscany,Sangiovese Grosso,Padelletti,2008
90,35.0,California,Zinfandel,Ravenswood,2010
90,50.0,California,Malbec,Steven Kent,2009
90,15.0,New York,Riesling,Anthony Road,2011
90,35.0,California,Pinot Noir,Windsor Oaks,2009
90,45.0,California,Cabernet Sauvignon,Windsor Oaks,2009
90,100.0,Tuscany,Sangiovese Grosso,Lazzeretti,2007
90,62.0,Tuscany,Sangiovese Grosso,Lazzeretti,2008
90,65.0,Tuscany,Sangiovese Grosso,Le Chiuse,2008
88,25.0,Washington,Grenache,Tertulia,2008
88,45.0,Washington,Red Blend,Col Solare,2008
88,12.0,California,White Blend,Hey Mambo,2009
88,35.0,Washington,Cabernet Sauvignon,Hightower,2006
88,45.0,California,Chardonnay,MacPhail,2009
94,24.0,Tuscany,Red Blend,Borgo Scopeto,2011
94,42.0,California,Pinot Noir,Riverbench,2013
94,35.0,Oregon,Riesling,Styring,2013
94,100.0,California,Zinfandel,Renwood,2012
94,42.0,Oregon,Pinot Noir,DanCin,2012
93,50.0,California,Cabernet Sauvignon,Hoopes,2012
93,70.0,California,Pinot Noir,Patz & Hall,2012
93,40.0,California,Zinfandel,Renwood,2012
93,40.0,California,Zinfandel,Renwood,2012
93,55.0,California,Pinot Noir,Siduri,2013
93,39.0,California,Pinot Noir,Sojourn,2013
93,59.0,California,Pinot Noir,Sojourn,2013
93,56.0,Tuscany,Red Blend,Tenuta San Guido,2013
93,50.0,Tuscany,Red Blend,Tenuta Sette Cieli,2011
93,85.0,Oregon,Chardonnay,Bergström,2012
84,15.0,California,Red Blend,Murphy-Goode,2012
84,23.0,California,Zinfandel,Andis,2012
84,15.0,Sicilia,Nero d'Avola,Barone Montalto,2013
84,18.0,California,Red Blend,Michael Pozzan,2011
84,14.0,Alsace,Pinot Gris,Willm,2013
84,18.0,Alsace,Gewürztraminer,Wolfberger,2013
84,30.0,Sicilia,Nero d'Avola,Feudi del Pisciotto,2012
84,20.0,Alsace,Pinot Gris,Henri Schoenheitz,2012
84,16.0,Sicilia,Nero d'Avola,Di Giovanna,2013
84,17.0,Alsace,Gewürztraminer,Cave de Cleebourg,2012
84,30.0,Alsace,Gewürztraminer,Domaine François Schmitt,2013
84,20.0,Alsace,Pinot Blanc,Cave de Turckheim,2013
84,26.0,Alsace,Gewürztraminer,Domaine Barmès-Buecher,2013
84,19.0,California,Red Blend,Shannon Ridge,2012
94,58.0,California,Pinot Noir,Williams Selyem,2014
94,72.0,California,Bordeaux-style Red Blend,Justin,2013
94,63.0,Oregon,Pinot Noir,Ken Wright,2014
94,66.0,California,Pinot Noir,Merry Edwards,2014
94,26.0,Alsace,Riesling,Domaine Michel Fonne,2012
94,72.0,Alsace,Gewürztraminer,Domaine Schoffit,2011
94,64.0,Alsace,Gewürztraminer,Domaine Weinbach,2015
94,50.0,California,Red Blend,Epoch Estate Wines,2013
94,65.0,Tuscany,Sangiovese,Gianni Brunelli,2012
94,65.0,Oregon,Pinot Noir,Arbor Brook,2014
94,45.0,Alsace,Riesling,Biecher & Schaal,2015
94,60.0,California,Pinot Noir,Black Kite,2014
94,65.0,California,Pinot Noir,Byron,2014
94,50.0,Aquitaine,Bordeaux-style Red Blend,Château la Louvière,2014
94,48.0,Alsace,Gewürztraminer,Domaine Barmès-Buecher,2014
94,53.0,Alsace,Riesling,Domaine Gresser,2013
94,45.0,Oregon,Pinot Noir,Domaine J. Meuret,2014
94,48.0,California,Chardonnay,Talley,2014
94,90.0,Tuscany,Sangiovese,Michele Satta,2012
94,90.0,Oregon,Pinot Noir,Nicolas-Jay,2014
94,68.0,California,Chardonnay,Pellet Estate,2014
94,32.0,Alsace,Riesling,François Baur,2015
88,50.0,California,Pinot Noir,Tudal,2009
88,35.0,Oregon,Syrah,Amalie Robert,2008
88,19.0,California,Syrah,Novy,2009
88,60.0,California,Cabernet Franc,Reverie,2008
88,18.0,Oregon,Chardonnay,Thistle,2009
88,52.0,Oregon,Pinot Noir,Torii Mor,2008
88,25.0,California,Cabernet Sauvignon,Buehler,2008
91,80.0,California,Bordeaux-style Red Blend,Newton,2005
91,50.0,Aquitaine,Bordeaux-style Red Blend,Château la Gaffelière,2007
91,55.0,Aquitaine,Bordeaux-style Red Blend,Château Langoa Barton,2007
91,40.0,California,Sangiovese,Cimarone,2007
91,55.0,California,Merlot,Coho,2006
91,45.0,California,Syrah,Coquelicot,2007
91,26.0,California,Sparkling Blend,Domaine Carneros,2006
90,55.0,California,Cabernet Sauvignon,Stag's Leap Wine Cellars,2006
90,33.0,Piemonte,Nebbiolo,Cascina Bruciata,2006
90,33.0,Aquitaine,Bordeaux-style Red Blend,Château Phélan-Ségur,2007
90,40.0,California,Syrah,Fleming Jenkins,2007
89,20.0,Washington,Chardonnay,Ryan Patrick,2015
89,80.0,Tuscany,Sangiovese,Palazzo,2010
89,42.0,California,Petit Verdot,Peju,2013
89,48.0,Tuscany,Tempranillo,Pietro Beconcini,2011
89,19.0,Tuscany,Tempranillo,Pietro Beconcini,2014
89,19.0,California,Cabernet Sauvignon,Casto Oaks,2013
89,20.0,New York,Cabernet Franc,Lamoreaux Landing,2013
89,40.0,Washington,Bordeaux-style Red Blend,Lauren Ashton Cellars,2013
89,27.0,New York,Pinot Noir,Billsboro,2014
89,20.0,Tuscany,Red Blend,Tua Rita,2014
89,20.0,Washington,Malbec,Vino La Monarcha,2014
89,28.0,Washington,Chardonnay,Forgeron,2014
89,15.0,New York,Riesling,Glenora,2015
89,40.0,California,Pinot Noir,Calstar Cellars,2012
89,50.0,California,Pinot Noir,Medlock Ames,2014
89,45.0,California,Chardonnay,Hunnicutt,2011
89,27.0,Tuscany,Red Blend,I Giusti e Zanza,2010
89,50.0,Tuscany,Sangiovese Grosso,Il Poggiolo E. Cosimi,2008
89,20.0,Tuscany,Sangiovese,Castello di Bossi,2010
89,15.0,Aquitaine,Bordeaux-style Red Blend,Château Gauthier,2010
89,45.0,California,Petite Sirah,David Fulton,2009
89,36.0,California,Zinfandel,Galvan,2010
89,50.0,Tuscany,Sangiovese Grosso,Camigliano,2008
89,42.0,California,Pinot Noir,Von Holt,2011
89,40.0,California,Tempranillo,Occasio,2010
89,70.0,Tuscany,Sangiovese Grosso,PianCornello,2008
89,38.0,California,Cabernet Sauvignon,Raymond,2009
89,14.0,New York,Riesling,Red Newt Cellars,2011
89,16.0,New York,Riesling,Sheldrake Point,2011
89,65.0,Tuscany,Sangiovese Grosso,Fattoria dei Barbi,2008
89,40.0,Tuscany,Sangiovese Grosso,Fattoria La Lecciaia,2008
89,32.0,California,Syrah,Kessler-Haak,2010
89,23.0,New York,Meritage,Knapp,2011
89,65.0,Tuscany,Sangiovese Grosso,La Fornace,2008
87,12.0,Washington,Rosé,Renegade,2014
87,9.0,Washington,Syrah,StoneCap,2013
87,35.0,Tuscany,Red Blend,Tenuta San Guido,2012
87,14.0,California,Chardonnay,Josh Cellars,2013
87,25.0,California,Chardonnay,Martin Ranch,2013
87,30.0,California,Pinot Noir,Rodney Strong,2013
87,18.0,California,Pinot Noir,Angeline,2013
87,32.0,Washington,Cabernet Sauvignon,Basel Cellars,2010
87,15.0,California,Cabernet Sauvignon,Bridlewood,2013
87,35.0,Washington,Cabernet Sauvignon,Browne Family Vineyards,2012
87,80.0,Tuscany,Sangiovese,Casaloste,2009
87,20.0,Tuscany,Red Blend,Cecchi,2013
85,12.0,California,Rosé,Black Ink,2015
85,15.0,Aquitaine,Rosé,Château Carignan,2016
85,17.0,Aquitaine,Rosé,Château Carignan,2016
85,13.0,Aquitaine,Rosé,Château d'Haurets,2016
85,14.0,Aquitaine,Rosé,Château Fonfroide,2016
85,14.0,Aquitaine,Bordeaux-style White Blend,Château Recougne,2016
85,14.0,Aquitaine,Bordeaux-style White Blend,Château Roquefort,2016
85,30.0,Washington,Sangiovese,Ribbon Cliff,2014
85,10.0,Aquitaine,Rosé,Maison Bouey,2016
85,15.0,Aquitaine,Rosé,Maison Bouey,2016
91,40.0,Alsace,Gewürztraminer,Domaine Weinbach,2015
91,35.0,Washington,Bordeaux-style Red Blend,Fall Line,2013
91,44.0,Washington,Cabernet Sauvignon,Fielding Hills,2013
91,39.0,California,Syrah,Michaud,2014
91,28.0,California,Pinot Noir,Miro,2014
91,39.0,California,Syrah,Novy,2014
91,28.0,Washington,Bordeaux-style Red Blend,Owen Roe,2013
91,38.0,California,Merlot,Peju,2013
91,35.0,Washington,Petit Verdot,Januik,2013
91,65.0,Washington,Bordeaux-style Red Blend,Januik,2013
91,30.0,California,Chardonnay,Lumen,2014
91,40.0,Washington,Grenache,Maison Bleue,2013
91,45.0,Washington,Syrah,W.T. Vintners,2013
91,49.0,Washington,Mourvèdre,W.T. Vintners,2014
91,20.0,Washington,Pinot Noir,W.T. Vintners,2015
91,75.0,California,Pinot Noir,Walt,2014
91,35.0,Washington,Syrah,Woodinville Wine Cellars,2013
91,68.0,California,Pinot Noir,Inman Family,2012
91,35.0,Washington,Cabernet Sauvignon,Gård,2013
91,45.0,California,Pinot Noir,Alma Rosa,2013
91,48.0,Washington,Rhône-style Red Blend,Buty,2013
90,29.0,California,Sauvignon Blanc,Malk,2014
90,32.0,California,Sauvignon Blanc,Matanzas Creek,2013
90,49.0,California,Cabernet Sauvignon,Meyer Family Cellars,2012
90,20.0,Tuscany,Red Blend,Michele Satta,2012
90,19.0,Washington,Riesling,Milbrandt,2013
90,15.0,California,Pinot Noir,Murphy-Goode,2013
90,24.0,Washington,Rhône-style Red Blend,Owen Roe,2014
90,55.0,Washington,Riesling,Pacific Rim,2012
90,23.0,Piemonte,Barbera,Paolo Scavino,2013
90,75.0,Tuscany,Red Blend,Poggio Scalette,2012
90,18.0,Washington,Syrah,Purple Star,2012
90,25.0,California,Chardonnay,Ruby Hill Winery,2012
90,70.0,Tuscany,Sangiovese,Barone Ricasoli,2010
90,16.0,New York,Riesling,Billsboro,2013
90,15.0,California,Pinot Gris,Boeger,2014
90,59.0,California,Cabernet Sauvignon,Bougetz,2012
90,15.0,California,Rosé,Carol Shelton,2014
90,30.0,Washington,Chardonnay,Castillo De Feliciana,2013
90,20.0,Aquitaine,Bordeaux-style Red Blend,Château Chantemerle,2012
90,30.0,Washington,Cabernet Sauvignon,Savage Grace,2013
90,25.0,Washington,Merlot,Seven Hills,2013
90,24.0,California,Chardonnay,Talley,2013
95,38.0,California,Pinot Noir,Dutton Estate,2007
95,90.0,California,Pinot Noir,Etude,2006
95,100.0,California,Cabernet Sauvignon,Etude,2005
94,49.0,Sicilia,Red Blend,Benanti,2005
94,75.0,Washington,Cabernet Sauvignon,Corliss Estates,2004
94,90.0,Sicilia,Red Blend,Tenuta delle Terre Nere,2007
94,60.0,California,Cabernet Sauvignon,Terra Valentine,2006
94,48.0,California,Chardonnay,Dutton Estate,2007
94,70.0,California,Cabernet Sauvignon,Von Strasser,2006
94,58.0,California,Pinot Noir,Dutton-Goldfield,2007
94,50.0,Veneto,"Corvina, Rondinella, Molinara",Tenuta Sant'Antonio,2004
94,85.0,Veneto,"Corvina, Rondinella, Molinara",Cesari,2001
93,45.0,Washington,Cabernet Sauvignon,Dunham,2006
93,45.0,California,Pinot Noir,Dutton Estate,2007
93,58.0,California,Pinot Noir,Dutton-Goldfield,2007
93,100.0,California,Cabernet Sauvignon,Etude,2005
90,15.0,Washington,Red Blend,O•S Winery,2011
90,46.0,California,Pinot Noir,Patz & Hall,2012
90,50.0,California,Cabernet Sauvignon,Peju,2011
90,30.0,Alsace,Pinot Noir,Rieflé,2011
90,75.0,California,Cabernet Sauvignon,Rodney Strong,2010
90,35.0,California,Pinot Noir,The Gardener,2012
90,39.0,California,Malbec,Imagery,2010
90,35.0,Alsace,Pinot Noir,Joseph Cattin,2010
90,20.0,California,Cabernet Sauvignon,Katherine Goldschmidt,2011
90,38.0,California,Syrah,Larner,2010
90,40.0,California,Zinfandel,Bella,2010
90,70.0,Washington,Malbec,Charles Smith,2010
90,44.0,Washington,Chardonnay,Woodward Canyon,2012
90,22.0,New York,Riesling,Boundary Breaks,2011
90,34.0,Alsace,Riesling,Domaine Allimant-Laugner,2009
90,34.0,Alsace,Gewürztraminer,Domaine Allimant-Laugner,2010
90,34.0,Alsace,Riesling,Gustave Lorentz,2010
90,44.0,California,Chardonnay,Mumm Napa,2012
90,42.0,California,Pinot Noir,Santa Cruz Mountain Vineyard,2013
90,30.0,California,Chardonnay,Titus,2015
90,26.0,California,Sangiovese,V. Sattui,2016
90,30.0,California,Chardonnay,Wente,2016
90,31.0,California,Sauvignon Blanc,Eric Kent,2016
90,22.0,California,Chardonnay,Hess,2015
90,32.0,California,Chardonnay,Kokomo,2015
90,16.0,California,Cabernet Sauvignon,Layer Cake,2015
90,25.0,California,Pinot Gris,Lichen Estate,2015
90,26.0,California,Sangiovese,Naggiar,2014
90,30.0,Piemonte,Nebbiolo,Revello Fratelli,2013
90,35.0,California,White Blend,Rock Wall,2015
91,30.0,California,Grenache,Epiphany,2012
91,42.0,California,Cabernet Sauvignon,Firestone,2012
91,28.0,California,Sauvignon Blanc,Gary Farrell,2014
91,89.0,Champagne-Ardenne,Champagne Blend,Moët & Chandon,2006
91,25.0,Veneto,Glera,Perlage,2014
91,43.0,California,Pinot Noir,Ryan Cochrane,2013
91,46.0,California,Cabernet Sauvignon,Star Lane Vineyard,2011
91,24.0,California,Chardonnay,Stephen Ross,2013
91,25.0,California,Gewürztraminer,Stolo,2014
91,35.0,California,Cabernet Franc,Wellington,2012
91,45.0,California,Pinot Noir,Woodenhead,2012
91,29.0,Oregon,Pinot Gris,King Estate,2014
85,11.0,California,Meritage,Kirkland Signature,2013
85,12.0,Veneto,Garganega,Tenuta Sant'Antonio,2016
85,16.0,New York,Gewürztraminer,Adirondack Winery,2016
85,14.0,Washington,Red Blend,Mercer Canyons,2014
85,25.0,Veneto,White Blend,Monte Tondo,2014
85,45.0,California,Cabernet Sauvignon,Murphy-Goode,2013
85,20.0,Oregon,Pinot Noir,Second Growth,2015
85,12.0,California,Chardonnay,Tortoise Creek,2015
85,38.0,California,Chardonnay,AuburnJames,2014
85,18.0,Washington,Sangiovese,Vital,2016
85,13.0,Washington,White Blend,Waterbrook,2015
92,35.0,California,Chardonnay,Von Holt,2013
92,75.0,California,Sparkling Blend,Gloria Ferrer,2004
92,75.0,Washington,Merlot,Leonetti Cellar,2013
92,67.0,Piemonte,Nebbiolo,Luigi Oddero & Figli,2011
92,50.0,California,Chardonnay,Lutum,2013
92,50.0,Washington,Grenache,Maison Bleue,2012
92,40.0,Washington,Rhône-style Red Blend,Maison Bleue,2012
92,30.0,New York,Pinot Noir,McGregor,2011
92,75.0,Tuscany,Sangiovese,Poggio Scalette,2012
92,48.0,Washington,Syrah,Rôtie Cellars,2013
92,25.0,California,White Blend,Terre Rouge,2013
92,85.0,California,Pinot Noir,Black Kite,2012
92,45.0,California,Chardonnay,Blair,2013
92,29.0,New York,Riesling,Hermann J. Wiemer,2013
92,68.0,California,Pinot Noir,Inman Family,2012
92,58.0,California,Pinot Noir,Calera,2012
92,26.0,Washington,Bordeaux-style Red Blend,Chandler Reach,2012
92,40.0,Aquitaine,Bordeaux-style Red Blend,Château Durfort-Vivens,2010
86,12.0,California,Syrah,Kendall-Jackson,2006
86,17.0,California,Sauvignon Blanc,Markham,2006
86,16.0,Oregon,Pinot Gris,Melrose,2007
86,14.0,California,Syrah,Eagle Castle,2007
86,16.0,California,White Blend,Hayman & Hill,2007
86,12.0,California,Zinfandel,Campus Oaks,2006
86,13.0,Oregon,Pinot Gris,Kings Ridge,2007
86,17.0,California,Gewürztraminer,Mill Creek,2007
85,25.0,Washington,Tempranillo,Coyote Canyon,2013
85,17.0,Washington,Malbec,Gordon Estate,2016
85,38.0,California,Cabernet Sauvignon,J. Rickards,2013
85,62.0,California,Bordeaux-style Red Blend,Meeker,2012
85,30.0,California,Pinot Noir,Scott Family,2014
85,10.0,Washington,Sauvignon Blanc,14 Hands,2015
89,30.0,Oregon,Pinot Noir,Kudos,2009
88,50.0,Oregon,Pinot Noir,Amalie Robert,2008
88,35.0,Oregon,Pinot Noir,Amity,2009
88,38.0,Oregon,Pinot Noir,Blakeslee,2008
88,34.0,California,Zinfandel,De Loach,2009
88,24.0,California,Rhône-style White Blend,Twisted Oak,2010
89,15.0,Washington,Sauvignon Blanc,Savage Grace,2012
89,55.0,Washington,Red Blend,Two Vintners,2009
89,35.0,Washington,Red Blend,Goose Ridge,2009
89,41.0,California,Chardonnay,Testarossa,2011
89,60.0,California,Pinot Noir,Testarossa,2011
89,41.0,California,Chardonnay,Testarossa,2011
89,28.0,California,Merlot,Merriam,2010
89,50.0,Washington,Red Blend,Milbrandt,2010
89,30.0,Washington,Merlot,Columbia Crest,2010
91,25.0,Washington,Sangiovese,Foundry Vineyards,2012
91,50.0,Washington,Cabernet Sauvignon,Guardian,2012
91,36.0,Washington,Chardonnay,Abeja,2013
91,28.0,Tuscany,Sangiovese,Castello d'Albola,2011
91,25.0,Tuscany,Sangiovese,Castello d'Albola,2012
91,65.0,Champagne-Ardenne,Champagne Blend,Charles Ellner,2006
91,40.0,Washington,Cabernet Sauvignon,L'Ecole No. 41,2012
91,50.0,California,Pinot Noir,Whetstone,2013
91,36.0,Washington,Syrah,McCrea,2009
91,23.0,Washington,Syrah,Novelty Hill,2012
91,36.0,California,Merlot,Occasio,2011
91,60.0,California,Merlot,Pride Mountain,2012
91,17.0,Washington,Rosé,Seven Hills,2014
91,54.0,California,Pinot Noir,Sojourn,2013
91,100.0,California,Cabernet Sauvignon,St. Supéry,2012
91,50.0,California,Cabernet Sauvignon,Hunnicutt,2012
91,36.0,Washington,Red Blend,Kontos,2011
91,40.0,Washington,Bordeaux-style Red Blend,Lauren Ashton Cellars,2012
91,25.0,Tuscany,Sangiovese,Le Bèrne,2012
91,35.0,Tuscany,Red Blend,Marchesi Antinori,2012
91,25.0,Washington,Red Blend,Nine Hats,2012
93,50.0,California,Chardonnay,Donum,2009
93,38.0,Washington,Syrah,Sparkman,2009
93,75.0,California,Chardonnay,La Crema,2009
93,75.0,California,Cabernet Sauvignon,Mt. Brave,2008
93,45.0,California,Cabernet Sauvignon,Stonestreet,2009
93,75.0,California,Cabernet Sauvignon,Stonestreet,2009
93,40.0,California,Chardonnay,Stonestreet,2010
93,35.0,Washington,Chardonnay,Buty,2010
93,43.0,California,Chardonnay,Darioush,2009
93,25.0,Washington,Syrah,Eight Bells,2009
92,50.0,California,Malbec,St. Supéry,2009
92,26.0,California,Merlot,Matanzas Creek,2009
88,35.0,New York,Red Blend,Brooklyn Oenology,2012
88,42.0,California,Zinfandel,Chalk Hill,2014
88,34.0,New York,Malbec,Clovis Point,2013
88,26.0,Alsace,Gewürztraminer,Domaine Fritz Schmitt,2015
88,23.0,Alsace,Riesling,Domaine Fritz Schmitt,2015
88,36.0,California,Syrah,McKahn,2014
88,22.0,Washington,Viognier,Milbrandt,2014
88,20.0,California,Pinot Gris,Navarro,2014
88,30.0,California,Meritage,Rancho Sisquoc,2013
88,50.0,New York,Petit Verdot,Sannino,2013
88,26.0,Washington,Malbec,Savage Grace,2014
88,24.0,Washington,Rhône-style White Blend,Sparkman,2014
93,45.0,California,Pinot Noir,Bargetto,2013
93,45.0,California,Rhône-style Red Blend,Bonny Doon,2011
93,85.0,California,Cabernet Sauvignon,Raymond,2012
93,67.0,California,Cabernet Sauvignon,Trione,2010
93,50.0,California,Pinot Noir,Longoria,2013
93,50.0,California,Pinot Noir,Lutum,2013
93,38.0,California,Pinot Noir,Mercy,2012
93,52.0,California,Bordeaux-style Red Blend,Midnight,2010
93,72.0,California,Cabernet Sauvignon,HammerSky,2010
93,26.0,California,Chardonnay,Kynsi,2013
93,50.0,Oregon,Cabernet Franc,Leah Jørgensen Cellars,2013
93,35.0,California,Syrah,Left Bend,2011
93,98.0,California,Cabernet Sauvignon,VinRoc,2012
93,21.0,Oregon,Pinot Gris,WillaKenzie Estate,2014
93,60.0,California,Bordeaux-style Red Blend,Dominus,2012
93,29.0,California,Cabernet Sauvignon,Oso Libre,2011
93,30.0,California,Cabernet Sauvignon,Obsidian Ridge,2012
93,30.0,California,Syrah,Obsidian Ridge,2012
93,50.0,California,Syrah,Site,2012
87,30.0,Tuscany,Vermentino,Casa di Terra,2011
87,15.0,Washington,Red Blend,Columbia Crest,2010
87,16.0,California,Chardonnay,Donati,2011
87,20.0,Tuscany,Red Blend,Bellini,2009
87,18.0,Tuscany,Vermentino,Collemassari,2011
87,40.0,California,Rhône-style Red Blend,Epiphany,2010
87,10.0,California,Chardonnay,Geyser Peak,2011
87,20.0,New York,Riesling,Heron Hill,2010
87,40.0,California,Syrah,Nottingham Cellars,2010
87,35.0,Burgundy,Chardonnay,Olivier Leflaive,2010
87,35.0,California,Pinot Noir,Rock Wall,2011
87,47.0,California,Pinot Noir,Drew,2012
87,95.0,California,Merlot,Duckhorn,2011
87,29.0,Washington,Red Blend,Genoa,2011
87,13.0,California,Merlot,Noble Vines,2012
87,20.0,Washington,Red Blend,Robert Ramsay,2012
87,75.0,New York,Riesling,Heron Hill,2010
87,18.0,California,Merlot,Cline,2012
93,45.0,California,Pinot Noir,MacRostie,2005
93,50.0,California,Chardonnay,Sonoma Coast Vineyards,2006
93,40.0,California,Syrah,Morgan,2005
92,58.0,Oregon,Pinot Noir,Lemelson,2006
92,65.0,California,Cabernet Sauvignon,Provenance Vineyards,2005
92,50.0,California,Cabernet Sauvignon,Signorello,2005
92,36.0,Oregon,Zinfandel,Sineann,2007
92,75.0,California,Pinot Noir,Sonoma Coast Vineyards,2005
92,65.0,California,Bordeaux-style Red Blend,Stephanie,2005
92,16.0,California,Viognier,Cambria,2006
92,44.0,Tuscany,White Blend,Badia a Coltibuono,2003
92,58.0,California,Pinot Noir,Corley,2006
85,36.0,California,Zinfandel,Monte De Oro,2013
84,35.0,Aquitaine,Bordeaux-style Red Blend,Château Malbat,2015
84,18.0,Washington,Cabernet Sauvignon,Noviello,2015
84,35.0,California,Pinot Noir,Foppiano,2014
84,20.0,Aquitaine,Bordeaux-style Red Blend,Château Roc de Minvielle,2015
84,11.0,Aquitaine,Bordeaux-style Red Blend,Maison Hebrard,2015
84,12.0,Aquitaine,Bordeaux-style Red Blend,Château de Marsan,2016
86,20.0,California,Cabernet Sauvignon,Edge,2008
86,35.0,California,Zinfandel,Renwood,2008
86,14.0,Sicilia,Vermentino,Sella & Mosca,2008
86,19.0,California,Syrah,Novy,2009
86,23.0,Washington,Syrah,Patterson,2007
86,14.0,Aquitaine,Bordeaux-style Red Blend,Château des Combes,2009
93,29.0,California,Petite Sirah,Ruby Hill Winery,2012
93,35.0,Aquitaine,Bordeaux-style White Blend,Château de Fieuzal,2013
93,60.0,Aquitaine,Bordeaux-style White Blend,Château Olivier,2013
93,50.0,Washington,Syrah,Co Dinn,2013
93,48.0,California,Chardonnay,Eleven Eleven,2013
