province,year,variety,points
California,2011,Zinfandel,89
California,2011,Grenache,89
California,2011,Syrah,89
Washington,2011,Syrah,89
New York,2013,Riesling,89
Washington,2011,Bordeaux-style Red Blend,89
New York,2013,Gewürztraminer,89
Washington,2011,Malbec,89
Washington,2013,Viognier,89
California,2013,Pinot Gris,89
California,2011,Barbera,89
California,2012,Merlot,89
California,2012,Chardonnay,89
California,2014,Cabernet Sauvignon,94
Burgundy,2015,Pinot Noir,94
Burgundy,2015,Chardonnay,94
Burgundy,2015,Pinot Noir,94
Burgundy,2015,Pinot Noir,94
California,2014,Cabernet Sauvignon,94
California,2014,Cabernet Sauvignon,94
Burgundy,2015,Pinot Noir,94
Burgundy,2015,Chardonnay,94
California,2015,Pinot Noir,94
California,2016,Sauvignon Blanc,94
California,2014,Bordeaux-style Red Blend,94
New York,2015,Riesling,94
New York,2015,Riesling,94
Burgundy,2015,Pinot Noir,94
California,2015,Pinot Noir,94
Burgundy,2015,Pinot Noir,94
California,2014,Syrah,94
Piedmont,2014,Barbera,94
California,2013,Cabernet Sauvignon,94
Burgundy,2015,Pinot Noir,94
Burgundy,2015,Pinot Noir,94
California,2015,Syrah,94
California,2014,Pinot Noir,94
California,2013,Pinot Noir,94
California,2010,Red Blend,85
California,2008,Cabernet Sauvignon,85
Washington,2010,Zinfandel,85
Washington,2010,Sangiovese,85
Washington,2010,Sangiovese,85
California,2011,Pinot Noir,85
Aquitaine,2010,Bordeaux-style Red Blend,85
Aquitaine,2011,Bordeaux-style White Blend,85
Aquitaine,2009,Bordeaux-style Red Blend,85
Aquitaine,2010,Bordeaux-style Red Blend,85
Aquitaine,2009,Bordeaux-style Red Blend,85
California,2011,Sauvignon Blanc,85
California,2009,Red Blend,85
Washington,2011,Red Blend,91
Washington,2011,Red Blend,91
Washington,2011,Bordeaux-style Red Blend,91
California,2010,Cabernet Sauvignon,91
Piedmont,2011,Nebbiolo,91
Washington,2012,Malbec,91
Alsace,2012,Riesling,91
Alsace,2010,Gewürztraminer,91
California,2011,Sangiovese,91
California,2012,Chardonnay,91
California,2012,Zinfandel,91
California,2011,Cabernet Sauvignon-Merlot,91
California,2012,Chardonnay,91
California,2010,Syrah-Mourvèdre,91
Washington,2012,Merlot,91
Aquitaine,2012,Bordeaux-style Red Blend,91
California,2011,Cabernet Sauvignon,91
California,2012,Syrah,91
Tuscany,2006,Sangiovese,84
California,2007,Sauvignon Blanc,84
California,2007,Sauvignon Blanc-Semillon,84
Tuscany,2003,Sangiovese Grosso,84
California,2007,Pinot Noir,84
California,2006,Cabernet Sauvignon,84
California,2006,Cabernet Sauvignon,84
Tuscany,2003,Sangiovese Grosso,84
California,2007,Viognier-Valdiguié,84
California,2007,Chardonnay,84
Tuscany,2007,Sangiovese,84
California,2005,Cabernet Sauvignon,84
California,2005,Merlot,84
California,2006,Cabernet Sauvignon,84
California,2007,Merlot,84
Tuscany,2003,Sangiovese Grosso,84
California,2007,Pinot Noir,84
California,2007,Pinot Noir,84
California,2012,Bordeaux-style Red Blend,93
Alsace,2010,Pinot Gris,93
Oregon,2013,Pinot Noir,93
California,2013,Pinot Noir,92
Oregon,2013,Pinot Noir,92
Alsace,2013,Pinot Gris,92
Oregon,2013,Pinot Noir,92
Oregon,2013,Pinot Noir,92
Oregon,2014,Pinot Noir,92
California,2013,Zinfandel,92
California,2012,Grenache-Syrah,92
California,2012,Bordeaux-style Red Blend,92
Oregon,2013,Pinot Noir,92
Oregon,2013,Pinot Noir,92
Oregon,2013,Pinot Noir,92
Oregon,2014,Chardonnay,92
California,2012,Cabernet Sauvignon,92
Alsace,2014,Riesling,92
Oregon,2013,Pinot Noir,90
Piedmont,2011,Nebbiolo,90
Piedmont,2012,Nebbiolo,90
California,2013,Pinot Noir,90
California,2012,Sauvignon Blanc,90
California,2012,Chardonnay,90
Piedmont,2011,Nebbiolo,90
Piedmont,2011,Nebbiolo,90
Piedmont,2011,Nebbiolo,90
Piedmont,2011,Nebbiolo,90
California,2013,Merlot,90
California,2010,Cabernet Sauvignon,90
Piedmont,2012,Nebbiolo,90
California,2012,Cabernet Sauvignon,90
California,2013,Grenache,90
Piedmont,2011,Nebbiolo,90
California,2012,Zinfandel,90
Piedmont,2011,Nebbiolo,90
California,2014,Riesling,90
Tuscany,2012,Sangiovese,92
Burgundy,2014,Pinot Noir,92
California,2014,Pinot Noir,92
California,2013,Cabernet Sauvignon,92
California,2014,Zinfandel,92
California,2014,Chardonnay,92
California,2014,Red Blend,92
California,2013,Cabernet Sauvignon,92
California,2014,Cabernet Sauvignon,92
California,2014,Chardonnay,92
Tuscany,2012,Sangiovese,92
Tuscany,2012,Sangiovese,92
California,2013,Cabernet Sauvignon,92
Tuscany,2012,Sangiovese,92
Burgundy,2014,Chardonnay,92
California,2013,Cabernet Sauvignon,92
California,2014,Zinfandel,92
California,2014,Grenache,92
Aquitaine,2008,Bordeaux-style Red Blend,97
Tuscany,2006,Sangiovese Grosso,97
Aquitaine,2008,Bordeaux-style Red Blend,96
Aquitaine,2008,Bordeaux-style Red Blend,96
Aquitaine,2008,Bordeaux-style Red Blend,96
Aquitaine,2008,Bordeaux-style Red Blend,96
Tuscany,2006,Sangiovese Grosso,95
California,2008,G-S-M,95
Aquitaine,2008,Bordeaux-style Red Blend,95
Aquitaine,2008,Bordeaux-style Red Blend,95
Aquitaine,2008,Bordeaux-style Red Blend,95
Aquitaine,2008,Bordeaux-style Red Blend,95
Oregon,2011,Riesling,84
Oregon,2010,Viognier,84
California,2010,Chardonnay,84
Aquitaine,2011,Sauvignon Blanc,84
California,2008,Zinfandel,84
California,2012,Rosé,84
California,2012,Rosé,84
California,2008,Syrah,84
California,2011,Sauvignon Blanc,84
California,2011,Cabernet Sauvignon,84
Washington,2011,Riesling,84
California,2010,Syrah,84
California,2011,Syrah,84
Aquitaine,2011,Cabernet Franc,84
Aquitaine,2012,Bordeaux-style Red Blend,84
Aquitaine,2010,Bordeaux-style Red Blend,84
Aquitaine,2011,Bordeaux-style Red Blend,84
California,2008,Cabernet Sauvignon,84
California,2009,Zinfandel,84
California,2007,Bordeaux-style Red Blend,89
Washington,2007,Malbec,89
Washington,2008,Malbec,89
Washington,2007,Merlot,89
Washington,2009,White Blend,89
California,2009,Pinot Noir,89
California,2009,Pinot Noir,89
Washington,2008,Claret,89
Washington,2008,Cabernet Sauvignon,89
California,2006,Petite Sirah,89
California,2008,Cabernet Sauvignon,89
Sicilia,2006,Merlot,89
Burgundy,2008,Chardonnay,89
California,2007,G-S-M,89
California,2013,Muscat Canelli,84
California,2011,Mourvèdre,84
California,2012,Pinot Noir,84
Sicilia,2012,Inzolia,84
California,2012,Pinot Noir,84
California,2012,Pinot Noir,84
California,2010,Cabernet Franc,84
Washington,2012,Riesling,84
Alsace,2011,Pinot Noir,84
California,2010,Grenache,84
Washington,2012,Chardonnay,84
Washington,2012,Chardonnay,84
California,2008,Meritage,86
California,2009,Cabernet Sauvignon,86
California,2009,Syrah,86
Veneto,2010,Glera,86
New York,2009,Riesling,86
California,2010,Pinot Noir,86
Burgundy,2008,Pinot Noir,86
California,2010,Pinot Blanc,86
California,2009,Red Blend,86
California,2010,Zinfandel,86
California,2009,Pinot Noir,86
California,2009,Chardonnay,86
California,2010,Pinot Noir,86
California,2010,Pinot Noir,86
Veneto,2010,Glera,86
Tuscany,2011,Red Blend,91
California,2013,Chardonnay,91
California,2012,Red Blend,91
Tuscany,2010,Red Blend,91
Washington,2012,Cabernet Franc,91
Burgundy,2013,Chardonnay,91
Burgundy,2013,Chardonnay,91
California,2014,Pinot Noir,91
Tuscany,2009,Red Blend,91
California,2012,Pinot Noir,91
Tuscany,2010,Red Blend,91
Washington,2012,Cabernet Sauvignon,91
California,2012,Chardonnay,91
Burgundy,2012,Pinot Noir,91
Washington,2012,Merlot,91
Tuscany,2011,Pinot Nero,91
California,2012,Pinot Noir,91
California,2012,Cabernet Sauvignon,93
California,2012,Pinot Noir,93
California,2014,Grenache,93
California,2012,Rhône-style Red Blend,93
California,2014,Pinot Noir,93
California,2013,Cabernet Sauvignon,93
California,2013,Rhône-style White Blend,93
Oregon,2013,Pinot Noir,93
Oregon,2012,Pinot Noir,93
Sicilia,2012,Carricante,93
California,2013,Syrah,93
California,2015,Rosé,93
California,2014,Chardonnay,93
Burgundy,2014,Pinot Noir,93
California,2013,Pinot Noir,93
California,2014,Pinot Noir,93
Burgundy,2013,Chardonnay,93
Burgundy,2014,Pinot Noir,93
Oregon,2014,Chardonnay,93
Oregon,2013,Pinot Noir,93
California,2013,Cabernet Sauvignon,93
California,2013,Pinot Noir,93
California,2013,Zinfandel,93
California,2014,Sauvignon Blanc,87
California,2013,Cabernet Sauvignon,86
California,2014,Pinot Noir,86
California,2014,Chardonnay,86
Oregon,2012,Cabernet Sauvignon,86
Oregon,2014,Pinot Gris,86
Oregon,2013,Tempranillo,86
Oregon,2014,Gamay Noir,86
California,2014,Chardonnay,86
Alsace,2011,Gewürztraminer,86
California,2009,Zinfandel,84
California,2009,Pinot Noir,84
California,2010,Chardonnay,84
California,2010,Red Blend,84
Oregon,2009,Pinot Noir,84
California,2009,Pinot Noir,84
California,2010,Chardonnay,84
California,2006,Zinfandel,83
California,2010,Chardonnay,89
California,2009,Petite Sirah,89
Washington,2009,Bordeaux-style Red Blend,89
New York,2010,Chardonnay,89
California,2010,Chardonnay,89
California,2009,Bordeaux-style Red Blend,89
New York,2011,Chardonnay,89
California,2009,Chardonnay,89
Aquitaine,2012,Bordeaux-style White Blend,91
Aquitaine,2011,Bordeaux-style Red Blend,91
Aquitaine,2011,Bordeaux-style Red Blend,91
Aquitaine,2011,Bordeaux-style Red Blend,91
Aquitaine,2011,Bordeaux-style Red Blend,91
Aquitaine,2011,Bordeaux-style Red Blend,91
Aquitaine,2012,Bordeaux-style White Blend,91
Aquitaine,2012,Bordeaux-style White Blend,91
Oregon,2011,Chardonnay,91
Oregon,2012,Chardonnay,91
California,2012,Riesling,91
Washington,2014,Grenache,88
California,2016,Rosé,88
Burgundy,2015,Pinot Noir,88
Burgundy,2015,Chardonnay,88
California,2015,Merlot,88
Piedmont,2015,Barbera,88
Piedmont,2016,Barbera,88
Piedmont,2015,Barbera,88
Burgundy,2015,Chardonnay,88
California,2014,Chardonnay,88
Burgundy,2015,Chardonnay,88
Burgundy,2015,Pinot Noir,88
California,2014,Red Blend,88
California,2016,Rosé,88
California,2016,Rosé,88
California,2015,Pinot Noir,88
Burgundy,2016,Chardonnay,88
California,2016,Chenin Blanc-Viognier,88
California,2014,Cabernet Sauvignon,88
Burgundy,2016,Pinot Noir,88
Washington,2014,Red Blend,88
California,2016,Chardonnay,88
Washington,2016,Viognier,88
California,2008,Cabernet Sauvignon,94
California,2008,Petite Sirah,94
Piedmont,2006,Nebbiolo,94
Washington,2009,Rhône-style Red Blend,94
Piedmont,2007,Nebbiolo,94
Washington,2006,Red Blend,94
Burgundy,2008,Pinot Noir,94
Burgundy,2009,Pinot Noir,94
Washington,2008,Cabernet Sauvignon,94
Piedmont,2007,Nebbiolo,94
Piedmont,2007,Nebbiolo,94
Washington,2009,Merlot,94
Piedmont,2007,Nebbiolo,94
Piedmont,2007,Nebbiolo,94
Burgundy,2009,Chardonnay,94
Piedmont,2007,Nebbiolo,94
Burgundy,2009,Pinot Noir,94
Burgundy,2009,Pinot Noir,94
Piedmont,2007,Nebbiolo,94
California,2007,Pinot Noir,94
Piedmont,2007,Nebbiolo,94
Piedmont,2007,Nebbiolo,94
Piedmont,2007,Nebbiolo,94
Washington,2009,Chardonnay,94
Piedmont,2004,Nebbiolo,94
Washington,2015,Syrah,91
Washington,2014,Cabernet Sauvignon,91
Washington,2015,Cabernet Franc,91
Washington,2014,Red Blend,91
Washington,2014,Cabernet Sauvignon,91
Burgundy,2015,Chardonnay,91
Burgundy,2015,Chardonnay,91
California,2015,Chardonnay,91
California,2013,Pinot Noir,91
Burgundy,2015,Chardonnay,91
California,2016,Pinot Noir,91
California,2015,Chardonnay,91
California,2016,Sauvignon Blanc,91
Burgundy,2015,Chardonnay,91
Burgundy,2015,Pinot Noir,91
Burgundy,2015,Chardonnay,91
Burgundy,2015,Chardonnay,91
California,2016,Riesling,91
Washington,2014,Cabernet Franc,91
California,2014,Cabernet Sauvignon,91
California,2015,Pinot Noir,91
California,2015,G-S-M,91
California,2009,Sparkling Blend,91
California,2014,Sparkling Blend,91
Piedmont,2012,Nebbiolo,90
California,2004,Cabernet Sauvignon,86
New York,2007,Pinot Grigio,86
California,2006,Rhône-style Red Blend,86
Oregon,2006,Pinot Noir,86
California,2007,Sauvignon Blanc,86
California,2006,Cabernet Franc,86
California,2006,Zinfandel,86
Alsace,2005,Pinot Gris,86
California,2005,Cabernet Franc,86
New York,2007,Pinot Gris,86
Alsace,2006,Gewürztraminer,86
California,2004,Merlot,86
California,2005,Cabernet Sauvignon,86
California,2005,Cabernet Sauvignon,86
California,2006,Zinfandel,86
New York,2006,White Blend,86
California,2005,Cabernet Sauvignon,86
California,2007,Pinot Grigio,86
Oregon,2012,Pinot Noir,90
Oregon,2012,Pinot Noir,90
Tuscany,2011,Red Blend,90
Tuscany,2011,Sangiovese,90
California,2011,Cabernet Franc,90
California,2012,Bordeaux-style Red Blend,90
California,2012,Merlot,90
California,2011,Syrah,90
California,2013,Chardonnay,90
Oregon,2013,Chardonnay,90
California,2013,Petit Verdot,90
California,2013,Pinot Noir,90
California,2012,Cabernet Sauvignon,90
California,2013,Chardonnay,90
Tuscany,2011,Syrah,90
Oregon,2013,Chardonnay,90
California,2012,Cabernet Sauvignon,90
California,2010,Bordeaux-style Red Blend,90
California,2013,Chardonnay,89
California,2013,Riesling,89
Oregon,2014,Pinot Gris,89
Alsace,2012,Gewürztraminer,87
California,2010,Cabernet Franc,87
Washington,2012,Pinot Gris,87
Alsace,2010,Gewürztraminer,87
Washington,2010,Cabernet Sauvignon,87
Alsace,2011,Riesling,87
Alsace,2010,Pinot Blanc,87
California,2010,Bordeaux-style Red Blend,87
Washington,2012,Cabernet Sauvignon,87
New York,2011,Pinot Gris,87
California,2011,Merlot,87
California,2011,Syrah-Cabernet Sauvignon,87
California,2011,Pinot Noir,87
New York,2007,Sparkling Blend,87
New York,2011,Pinot Blanc,87
California,2014,Chardonnay,86
California,2014,Sauvignon Blanc,86
Tuscany,2012,Sangiovese,86
Tuscany,2014,Sangiovese,86
Tuscany,2011,Sangiovese,86
Veneto,2012,Red Blend,86
California,2013,Red Blend,86
California,2014,Cabernet Sauvignon,86
New York,2014,Riesling,86
California,2009,Chardonnay,86
California,2011,Cabernet Sauvignon,86
Washington,2015,Rosé,86
Tuscany,2014,Sangiovese,86
Burgundy,2015,Chardonnay,86
Veneto,2012,Red Blend,86
Washington,2014,Syrah,86
California,2014,Merlot,86
Burgundy,2010,Pinot Noir,92
Tuscany,2009,Red Blend,92
Washington,2009,Merlot,92
Burgundy,2010,Chardonnay,92
Burgundy,2010,Pinot Noir,92
Burgundy,2010,Pinot Noir,92
Tuscany,2009,Red Blend,92
California,2010,Grenache-Syrah,92
California,2010,Syrah-Viognier,92
Washington,2008,Malbec,92
California,2011,Pinot Noir,92
Burgundy,2010,Pinot Noir,92
Washington,2011,Riesling,92
Tuscany,2009,Red Blend,92
Washington,2011,Chardonnay,91
Washington,2009,Bordeaux-style Red Blend,91
California,2006,Syrah,91
Tuscany,2009,Red Blend,91
California,2010,Merlot,91
California,2011,Riesling,91
Tuscany,2010,Red Blend,91
Tuscany,2008,Merlot,91
California,2014,Pinot Noir,91
Piedmont,2008,Pinot Nero,91
Washington,2014,Bordeaux-style Red Blend,91
Piedmont,2013,Nebbiolo,91
California,2015,Chardonnay,91
California,2014,Syrah,90
California,2016,Pinot Noir,90
Piedmont,2011,Nebbiolo,90
California,2014,Pinot Noir,90
California,2015,Chardonnay,90
California,2015,Pinot Noir,90
California,2015,Cabernet Sauvignon,90
California,2015,Chardonnay,90
California,2014,Red Blend,90
California,2015,Albariño,90
California,2016,Sauvignon Blanc,90
Piedmont,2011,Nebbiolo,90
Washington,2016,Grüner Veltliner,90
California,2014,Pinot Noir,90
California,2013,Rhône-style White Blend,88
California,2014,Pinot Noir,88
Washington,2014,Cabernet Sauvignon,88
Oregon,2015,Pinot Gris,88
Washington,2014,Red Blend,88
New York,2014,Riesling,88
California,2013,Cabernet Sauvignon,88
Oregon,2015,Pinot Noir,88
Washington,2016,Viognier,88
Washington,2016,Rosé,88
California,2016,Rosé,88
Oregon,2012,Pinot Noir,91
California,2012,Grenache,91
California,2012,Zinfandel,91
California,2012,Rhône-style Red Blend,91
Oregon,2010,Sparkling Blend,91
California,2010,Syrah,91
California,2014,Rosé,91
California,2012,Pinot Noir,91
California,2012,Chardonnay,91
Oregon,2012,Pinot Noir,91
Piedmont,2012,Nebbiolo,92
Aquitaine,2014,Malbec,92
California,2014,Pinot Noir,92
California,2014,Pinot Noir,92
California,2013,Pinot Noir,92
Washington,2014,Cabernet Franc,92
Piedmont,2013,Nebbiolo,92
Piedmont,2011,Nebbiolo,92
California,2015,Pinot Noir,92
Washington,2014,Red Blend,92
Washington,2014,Cabernet Sauvignon,92
California,2014,Pinot Noir,92
California,2014,Grenache,92
Piedmont,2012,Red Blend,92
California,2016,Chardonnay,92
California,2014,Pinot Noir,92
California,2015,Sauvignon Blanc,92
California,2015,Chardonnay,92
Washington,2014,Cabernet Sauvignon,92
California,2014,Sparkling Blend,92
California,2010,Merlot,83
California,2011,Chardonnay,83
California,2010,Pinot Noir,82
Oregon,2010,Viognier,82
California,2010,Cabernet Sauvignon,82
California,2010,Sauvignon Blanc,82
California,2010,Pinot Noir,82
California,2010,Pinot Noir,82
California,2011,Chardonnay,82
California,2010,Red Blend,82
California,2009,Prosecco,82
California,2008,Dolcetto,82
Alsace,2010,Riesling,82
California,2009,Petite Sirah,82
California,2010,Zinfandel,82
Alsace,2010,Riesling,82
California,2009,Zinfandel,82
California,2010,Syrah,92
California,2012,Zinfandel,92
California,2012,Pinot Noir,92
California,2011,Pinot Noir,92
Washington,2010,Bordeaux-style Red Blend,92
Washington,2010,Cabernet Sauvignon,92
California,2011,Cabernet Sauvignon,92
Tuscany,2008,Sangiovese,92
Aquitaine,2011,Bordeaux-style Red Blend,92
Washington,2010,Syrah,90
Tuscany,2011,Sangiovese,90
California,2012,Merlot,90
Washington,2012,Cabernet Sauvignon,90
Tuscany,2013,Red Blend,90
Washington,2014,Rosé,90
New York,2014,Pinot Noir,90
Tuscany,2011,Sangiovese,90
California,2013,Chardonnay,90
Tuscany,2012,Sangiovese,90
Tuscany,2012,Red Blend,90
Tuscany,2012,Sangiovese,90
Tuscany,2010,Red Blend,90
Tuscany,2012,Red Blend,90
Aquitaine,2010,Bordeaux-style Red Blend,90
Aquitaine,2012,Bordeaux-style Red Blend,90
Washington,2012,Malbec,90
Tuscany,2012,Red Blend,90
Washington,2012,Petit Verdot,90
Tuscany,2012,Red Blend,90
Tuscany,2012,Red Blend,90
California,2011,Cabernet Sauvignon,82
California,2011,Merlot,81
California,2014,Pinot Noir,95
California,2014,Pinot Noir,95
California,2014,Pinot Noir,95
Alsace,2008,Riesling,95
California,2013,Chardonnay,95
California,2013,Red Blend,95
California,2013,Pinot Noir,95
California,2006,Pinot Noir,95
Tuscany,2013,Sangiovese,95
California,2013,Red Blend,94
Washington,2013,Rhône-style Red Blend,94
California,2013,Pinot Noir,94
California,2013,Pinot Noir,94
California,2010,Cabernet Sauvignon,94
Alsace,2008,Gewürztraminer,94
California,2014,Pinot Noir,94
California,2014,Pinot Noir,94
California,2014,Pinot Noir,94
California,2014,Pinot Noir,94
California,2012,Bordeaux-style Red Blend,88
California,2012,Pinot Noir,88
California,2014,Grenache Blanc,88
California,2011,Cabernet Sauvignon,88
Washington,2013,Nebbiolo,88
Washington,2013,Malbec,88
California,2013,Meritage,88
Washington,2012,Cabernet Sauvignon,88
Washington,2012,Red Blend,88
Washington,2013,Red Blend,88
California,2012,Pinot Noir,88
California,2014,Albariño,88
California,2012,Cabernet Sauvignon,88
California,2012,Cabernet Sauvignon,88
Washington,2012,Zinfandel,88
Washington,2012,Grenache,88
California,2013,Pinot Noir,88
New York,2014,Cabernet Franc,88
California,2013,Pinot Noir,88
New York,2014,Riesling,88
New York,2014,Cabernet Franc,88
Washington,2014,Gewürztraminer,88
Washington,2013,White Blend,88
California,2014,Sauvignon Blanc,88
New York,2016,Riesling,90
New York,2016,Sauvignon Blanc,90
California,2016,Pinot Noir,90
California,2014,Cabernet Sauvignon,90
California,2014,Pinot Noir,90
Piedmont,2013,Nebbiolo,90
California,2016,Pinot Noir,90
Washington,2015,Grenache,90
Washington,2014,Syrah,90
California,2013,Red Blend,90
Piedmont,2013,Nebbiolo,90
Aquitaine,2014,Merlot,90
California,2014,Pinot Noir,90
California,2016,Chardonnay,90
California,2014,Pinot Noir,90
Washington,2016,Rosé,90
California,2016,Vermentino,90
California,2014,Pinot Noir,90
California,2009,Syrah,87
California,2009,Zinfandel,87
California,2008,Rhône-style Red Blend,87
Tuscany,2009,Syrah,87
Washington,2009,Merlot,87
Tuscany,2008,Red Blend,87
Washington,2009,Merlot,87
California,2010,Sauvignon Blanc,87
Aquitaine,2009,Bordeaux-style Red Blend,87
New York,2009,Chardonnay,87
Washington,2008,Bordeaux-style Red Blend,87
Washington,2008,Syrah,87
Tuscany,2010,Red Blend,87
Tuscany,2007,Pugnitello,87
California,2009,Cabernet Sauvignon,87
California,2008,Cabernet Sauvignon,87
Washington,2009,Cabernet Franc,87
California,2009,Pinot Noir,87
Washington,2010,Merlot,87
Aquitaine,2009,Bordeaux-style Red Blend,87
California,2010,Red Blend,84
Oregon,2012,Riesling,84
California,2012,Sauvignon Blanc,84
California,2010,Syrah,84
California,2010,Petit Verdot,84
California,2011,Merlot,84
Oregon,2012,Rosé,84
Alsace,2011,Pinot Blanc,84
California,2011,Chardonnay,84
California,2011,Chardonnay,84
California,2012,Rosé,84
California,2010,Cabernet Sauvignon,84
Tuscany,2010,Red Blend,84
