points,price,province,variety,winery,Precipitation,Temperature
91,40.0,Tuscany,Sangiovese,Tolaini,615.22,14.04
87,18.0,Tuscany,Sangiovese,SassodiSole,615.22,14.04
87,23.0,Tuscany,Red Blend,Val delle Rose,615.22,14.04
85,17.0,Tuscany,Red Blend,Cantine Bellini,615.22,14.04
85,29.0,Tuscany,Red Blend,Vecchia Cantina di Montepulciano,615.22,14.04
87,18.0,Tuscany,Vermentino,Terre di Talamo,615.22,14.04
89,40.0,Tuscany,Sangiovese,La Collina dei Lecci,615.22,14.04
89,27.0,Tuscany,Merlot,Poliziano,615.22,14.04
88,50.0,Tuscany,Sangiovese,Belpoggio,615.22,14.04
88,39.0,Tuscany,Red Blend,Marchesi Gondi,615.22,14.04
87,16.0,Tuscany,White Blend,Mocali,615.22,14.04
87,15.0,Tuscany,Sangiovese,Vignamaggio,615.22,14.04
86,11.0,Tuscany,Red Blend,Fattoria di Grignano,615.22,14.04
88,20.0,Tuscany,RosÃ©,Fattoria Le Pupille,615.22,14.04
87,70.0,Tuscany,Sangiovese,Lanciola,615.22,14.04
90,80.0,Tuscany,Sangiovese,Lazzeretti,615.22,14.04
90,69.0,Tuscany,Sangiovese,Donatella Cinelli Colombini,615.22,14.04
90,90.0,Tuscany,Sangiovese,Banfi,615.22,14.04
90,50.0,Tuscany,Sangiovese,Brunelli Martoccia,615.22,14.04
88,24.0,Tuscany,Red Blend,Fattoria San Felo,615.22,14.04
88,34.0,Tuscany,Red Blend,Massi di Mandorlaia,615.22,14.04
88,20.0,Tuscany,Red Blend,Morisfarms,615.22,14.04
88,19.0,Tuscany,Red Blend,Il Conventino,615.22,14.04
88,26.0,Tuscany,Red Blend,Argiano,615.22,14.04
85,18.0,Tuscany,Vermentino,Marchesi de' Frescobaldi,615.22,14.04
89,30.0,Tuscany,Sangiovese,Castelli del Grevepesa,615.22,14.04
89,80.0,Tuscany,Sangiovese,Banfi,615.22,14.04
87,48.0,Tuscany,Sangiovese,Tornesi,615.22,14.04
87,18.0,Tuscany,Red Blend,Casaloste,615.22,14.04
87,50.0,Tuscany,Sangiovese,Agostina Pieri,615.22,14.04
87,17.0,Tuscany,Red Blend,Villa Calcinaia,615.22,14.04
87,15.0,Tuscany,Red Blend,Castello di Monastero,615.22,14.04
87,14.0,Tuscany,Red Blend,La Castellina,615.22,14.04
87,21.0,Tuscany,Red Blend,Massi di Mandorlaia,615.22,14.04
93,45.0,Tuscany,Merlot,Fattoria Torre a Cona,615.22,14.04
90,36.0,Tuscany,Red Blend,Ruffino,615.22,14.04
87,45.0,Tuscany,Sangiovese,Fattoria della Talosa,615.22,14.04
90,45.0,Tuscany,Red Blend,Michele Satta,615.22,14.04
90,38.0,Tuscany,Red Blend,Amantis,615.22,14.04
91,30.0,Tuscany,Red Blend,Dei,615.22,14.04
88,17.0,Tuscany,Red Blend,Suberli,615.22,14.04
87,19.0,Tuscany,Red Blend,Fattoria di Valiano,615.22,14.04
95,74.0,Tuscany,Sangiovese,Conti Costanti,615.22,14.04
95,59.0,Tuscany,Sangiovese,Le Chiuse,615.22,14.04
95,50.0,Tuscany,Sangiovese,Capanna,615.22,14.04
95,56.0,Tuscany,Sangiovese,Gianni Brunelli,615.22,14.04
95,80.0,Tuscany,Sangiovese,Lisini,615.22,14.04
94,80.0,Tuscany,Sangiovese,Il Marroneto,615.22,14.04
85,65.0,Tuscany,Sangiovese,La Fornace,615.22,14.04
87,26.0,Tuscany,Red Blend,PoderNuovo a Palazzone,615.22,14.04
87,40.0,Tuscany,Merlot,Agricoltori del Chianti Geografico,615.22,14.04
97,70.0,Tuscany,Sangiovese,Le Potazzine,615.22,14.04
86,13.0,Tuscany,Sangiovese,Tenuta Pierazzuoli,615.22,14.04
89,55.0,Tuscany,Vermentino,Collemassari,615.22,14.04
89,23.0,Tuscany,Red Blend,Terenzi,615.22,14.04
89,23.0,Tuscany,Red Blend,Grati,615.22,14.04
88,35.0,Tuscany,Red Blend,Losi Querciavalle,615.22,14.04
89,23.0,Tuscany,Red Blend,San Giusto a Rentennano,615.22,14.04
89,34.0,Tuscany,Sangiovese,Cantalici L'Antica Fornace di Ridolfo,615.22,14.04
87,24.0,Tuscany,Red Blend,Tenuta San Vito,615.22,14.04
87,25.0,Tuscany,Red Blend,Castello di Poppiano,615.22,14.04
88,22.0,Tuscany,Red Blend,Vecchia Cantina di Montepulciano,615.22,14.04
87,22.0,Tuscany,Red Blend,Castello di Poppiano,615.22,14.04
87,35.0,Tuscany,Cabernet Sauvignon,San Fabiano Calcinaia,615.22,14.04
87,70.0,Tuscany,Syrah,Terre del Marchesato,615.22,14.04
87,14.0,Tuscany,Red Blend,Castelvecchio,615.22,14.04
86,40.0,Tuscany,Red Blend,Castello di Selvole,615.22,14.04
88,40.0,Tuscany,Sangiovese,Collelceto,615.22,14.04
89,60.0,Tuscany,Sangiovese,Paradisone,615.22,14.04
89,30.0,Tuscany,Red Blend,Serpaia di Endrizzi,615.22,14.04
88,90.0,Tuscany,Sangiovese,Poggio Nardone,615.22,14.04
89,20.0,Tuscany,Red Blend,Tenuta Argentiera,615.22,14.04
88,72.0,Tuscany,Sangiovese,La Mannella,615.22,14.04
89,50.0,Tuscany,Sangiovese,Il Valentiano,615.22,14.04
89,36.0,Tuscany,Sangiovese,Castello di Radda,615.22,14.04
89,42.0,Tuscany,Red Blend,Tenuta di Lilliano,615.22,14.04
86,18.0,Tuscany,Vermentino,La Selva,615.22,14.04
93,65.0,Tuscany,Sangiovese,Petra,615.22,14.04
87,15.0,Tuscany,RosÃ©,Terre di Talamo,615.22,14.04
87,17.0,Tuscany,Red Blend,Col d'Orcia,615.22,14.04
90,85.0,Tuscany,Sangiovese,Cordella,615.22,14.04
90,80.0,Tuscany,Sangiovese,Le Gode,615.22,14.04
90,55.0,Tuscany,Sangiovese,Donna Olga,615.22,14.04
90,25.0,Tuscany,Sangiovese,Villa Calcinaia,615.22,14.04
89,34.0,Tuscany,Sangiovese,Cantalici L'Antica Fornace di Ridolfo,615.22,14.04
89,60.0,Tuscany,Sangiovese,Casina di Cornia,615.22,14.04
89,100.0,Tuscany,Sangiovese,Brunelli Martoccia,615.22,14.04
89,25.0,Tuscany,Red Blend,Poggio al Tesoro,615.22,14.04
90,50.0,Tuscany,Red Blend,Mazzei,615.22,14.04
90,65.0,Tuscany,Syrah,Fattoria di Magliano,615.22,14.04
91,55.0,Tuscany,Red Blend,Tenute del Cerro,615.22,14.04
92,79.0,Tuscany,Sangiovese,Castelgiocondo,615.22,14.04
92,70.0,Tuscany,Sangiovese,Col di Lamo,615.22,14.04
92,19.0,Tuscany,Red Blend,Tenuta Villa Trasqua,615.22,14.04
91,90.0,Tuscany,Sangiovese,Padelletti,615.22,14.04
85,16.0,Tuscany,Vermentino,Marchesi Ginori Lisci,615.22,14.04
90,86.0,Tuscany,Red Blend,Campo alla Sughera,615.22,14.04
85,36.0,Tuscany,Red Blend,Villa S. Anna,615.22,14.04
90,26.0,Tuscany,Red Blend,Volpaia,615.22,14.04
89,48.0,Tuscany,Sangiovese,Podere Paganico,615.22,14.04
89,34.0,Tuscany,Sangiovese,Cantalici L'Antica Fornace di Ridolfo,615.22,14.04
89,60.0,Tuscany,Sangiovese,Casina di Cornia,615.22,14.04
90,28.0,Tuscany,Red Blend,Castello della Paneretta,615.22,14.04
90,30.0,Tuscany,Sangiovese,Castello di Bossi,615.22,14.04
90,75.0,Tuscany,Sangiovese,Fanti,615.22,14.04
87,12.0,Tuscany,Red Blend,Carpineto,615.22,14.04
86,23.0,Tuscany,Vermentino,Ceralti,615.22,14.04
86,15.0,Tuscany,Red Blend,Fattoria Fibbiano,615.22,14.04
88,23.0,Tuscany,Vermentino,Gualdo del Re,615.22,14.04
91,50.0,Tuscany,Red Blend,Poggio al Tesoro,615.22,14.04
91,60.0,Tuscany,Red Blend,Fattoria di Magliano,615.22,14.04
89,50.0,Tuscany,Sangiovese,Rocca di Castagnoli,615.22,14.04
89,34.0,Tuscany,Sangiovese,Cantalici L'Antica Fornace di Ridolfo,615.22,14.04
91,50.0,Tuscany,Red Blend,San Felice,615.22,14.04
91,35.0,Tuscany,Red Blend,Tenuta di Lilliano,615.22,14.04
91,50.0,Tuscany,Sangiovese,Marchesato degli Aleramici,615.22,14.04
84,11.0,Tuscany,Sangiovese,Piazzano,615.22,14.04
90,19.0,Tuscany,Chardonnay,Castello Banfi,615.22,14.04
90,75.0,Tuscany,Sangiovese,Fanti,615.22,14.04
89,28.0,Tuscany,Sangiovese,Melini,615.22,14.04
89,70.0,Tuscany,Sangiovese,Canalicchio Franco Pacenti,615.22,14.04
88,75.0,Tuscany,Sangiovese,Tenuta Buon Tempo,615.22,14.04
88,90.0,Tuscany,Sangiovese,Poggio Nardone,615.22,14.04
90,25.0,Tuscany,Sangiovese,Il Valentiano,615.22,14.04
92,45.0,Tuscany,Red Blend,Tenuta degli Dei,615.22,14.04
92,60.0,Tuscany,Red Blend,Brancaia,615.22,14.04
88,22.0,Tuscany,Red Blend,Querciabella,615.22,14.04
87,33.0,Tuscany,Red Blend,Tenuta Pierazzuoli,615.22,14.04
88,20.0,Tuscany,Red Blend,Gagliole,615.22,14.04
91,35.0,Tuscany,Sangiovese,Molino di Sant'Antimo,615.22,14.04
86,30.0,Tuscany,Red Blend,Tenuta di Vaira,615.22,14.04
89,20.0,Tuscany,Red Blend,PoderNuovo a Palazzone,615.22,14.04
88,28.0,Tuscany,Sangiovese,Donatella Cinelli Colombini,615.22,14.04
89,35.0,Tuscany,Sangiovese,Borgo Scopeto,615.22,14.04
89,40.0,Tuscany,Red Blend,Canneto,615.22,14.04
89,20.0,Tuscany,Sangiovese,Tenuta di Capraia,615.22,14.04
89,19.0,Tuscany,Red Blend,Lamole di Lamole,615.22,14.04
90,60.0,Tuscany,Red Blend,Lunadoro,615.22,14.04
90,28.0,Tuscany,Red Blend,Marchesi de' Frescobaldi,615.22,14.04
90,19.0,Tuscany,Red Blend,Tenute del Cerro,615.22,14.04
90,55.0,Tuscany,Sangiovese,Terenzi,615.22,14.04
89,99.0,Tuscany,Sangiovese,Val di Suga,615.22,14.04
86,14.0,Tuscany,Merlot,Vecchia Cantina di Montepulciano,615.22,14.04
89,60.0,Tuscany,Sangiovese,Tenuta Vitanza,615.22,14.04
87,35.0,Tuscany,Cabernet Sauvignon,San Fabiano Calcinaia,615.22,14.04
87,70.0,Tuscany,Syrah,Terre del Marchesato,615.22,14.04
87,25.0,Tuscany,Red Blend,Tenuta di Trecciano,615.22,14.04
89,21.0,Tuscany,Sangiovese,Paradisone,615.22,14.04
89,35.0,Tuscany,Red Blend,Podere Sapaio,615.22,14.04
86,32.0,Tuscany,Sangiovese,Tassi,615.22,14.04
87,48.0,Tuscany,Sangiovese,Verbena,615.22,14.04
87,58.0,Tuscany,Sangiovese,Il Grappolo,615.22,14.04
87,50.0,Tuscany,Sangiovese,Madonna Nera,615.22,14.04
90,30.0,Tuscany,Sangiovese,Carobbio,615.22,14.04
88,28.0,Tuscany,Red Blend,Serni Fulvio Luigi,615.22,14.04
92,89.0,Tuscany,Sangiovese,La Gerla,615.22,14.04
92,95.0,Tuscany,Sangiovese,Casisano Tommasi,615.22,14.04
88,17.0,Tuscany,Vermentino,Mazzei,615.22,14.04
88,17.0,Tuscany,Sangiovese,Terenzi,615.22,14.04
88,15.0,Tuscany,Sangiovese,Rocca di Montemassi,615.22,14.04
89,20.0,Tuscany,Sangiovese,Mazzei,615.22,14.04
90,28.0,Tuscany,Red Blend,Poliziano,615.22,14.04
90,33.0,Tuscany,Red Blend,Morisfarms,615.22,14.04
90,22.0,Tuscany,Red Blend,Palazzo Vecchio,615.22,14.04
85,10.0,Tuscany,White Blend,Buccia Nera,615.22,14.04
89,27.0,Tuscany,Red Blend,I Giusti e Zanza,615.22,14.04
87,30.0,Tuscany,Sangiovese,Castelli del Grevepesa,615.22,14.04
89,16.0,Tuscany,Red Blend,Fattoria Mantellassi,615.22,14.04
89,45.0,Tuscany,Sangiovese,Castelli del Grevepesa,615.22,14.04
90,30.0,Tuscany,Red Blend,I Sodi,615.22,14.04
87,20.0,Tuscany,Sangiovese,Santa Lucia,615.22,14.04
87,16.0,Tuscany,Vermentino,Prelius,615.22,14.04
87,22.0,Tuscany,Sangiovese,Rocca delle MacÃ¬e,615.22,14.04
87,18.0,Tuscany,Red Blend,La Selva,615.22,14.04
92,70.0,Tuscany,Sangiovese,San Polino,615.22,14.04
92,48.0,Tuscany,Sangiovese,Caprili,615.22,14.04
92,45.0,Tuscany,Red Blend,Querceto di Castellina,615.22,14.04
88,15.0,Tuscany,Vermentino,Rocca di Montemassi,615.22,14.04
88,15.0,Tuscany,Merlot,Carpineto,615.22,14.04
88,15.0,Tuscany,Vermentino,Carpineto,615.22,14.04
88,30.0,Tuscany,White Blend,Ceralti,615.22,14.04
93,38.0,Tuscany,Red Blend,Tenuta Monteti,615.22,14.04
91,45.0,Tuscany,Red Blend,Losi Querciavalle,615.22,14.04
91,16.0,Tuscany,Red Blend,Poggio Argentiera,615.22,14.04
93,70.0,Tuscany,Sangiovese,Ridolfi,615.22,14.04
93,55.0,Tuscany,Sangiovese,Altesino,615.22,14.04
93,100.0,Tuscany,Sangiovese,Altesino,615.22,14.04
86,30.0,Tuscany,Red Blend,Poggio al Casone,615.22,14.04
86,30.0,Tuscany,Red Blend,Castello di MontepÃ²,615.22,14.04
89,35.0,Tuscany,Red Blend,Cecchi,615.22,14.04
90,30.0,Tuscany,Red Blend,Badia a Coltibuono,615.22,14.04
88,52.0,Tuscany,Sangiovese,La Collina dei Lecci,615.22,14.04
88,75.0,Tuscany,Sangiovese,La Fornace,615.22,14.04
88,54.0,Tuscany,Sangiovese,Podere Paganico,615.22,14.04
89,80.0,Tuscany,Sangiovese,PianCornello,615.22,14.04
87,25.0,Tuscany,Red Blend,Vecchia Cantina di Montepulciano,615.22,14.04
87,30.0,Tuscany,Red Blend,Podere Ciona,615.22,14.04
87,45.0,Tuscany,Red Blend,Principe Corsini,615.22,14.04
87,50.0,Tuscany,Sangiovese,Guicciardini Strozzi,615.22,14.04
87,40.0,Tuscany,Sangiovese,Le BÃ¨rne,615.22,14.04
87,40.0,Tuscany,Red Blend,Vecchia Cantina di Montepulciano,615.22,14.04
88,60.0,Tuscany,Red Blend,Vecchia Cantina di Montepulciano,615.22,14.04
88,34.0,Tuscany,Red Blend,Massi di Mandorlaia,615.22,14.04
88,20.0,Tuscany,Red Blend,Morisfarms,615.22,14.04
86,29.0,Tuscany,Red Blend,Vecchia Cantina di Montepulciano,615.22,14.04
90,33.0,Tuscany,Red Blend,Morisfarms,615.22,14.04
90,22.0,Tuscany,Red Blend,Palazzo Vecchio,615.22,14.04
90,28.0,Tuscany,Red Blend,Poliziano,615.22,14.04
87,15.0,Tuscany,Red Blend,Poliziano,615.22,14.04
87,19.0,Tuscany,Red Blend,Tenuta di Lilliano,615.22,14.04
88,60.0,Tuscany,Red Blend,Vecchia Cantina di Montepulciano,615.22,14.04
88,40.0,Tuscany,Sangiovese,Mocali,615.22,14.04
88,25.0,Tuscany,Red Blend,Poggio Mandorlo,615.22,14.04
88,39.0,Tuscany,Red Blend,La Castellina,615.22,14.04
89,50.0,Tuscany,Red Blend,Fattoria Le Pupille,615.22,14.04
89,30.0,Tuscany,Red Blend,Fattoria Le Pupille,615.22,14.04
91,83.0,Tuscany,Cabernet Sauvignon,Tenuta di Nozzole,615.22,14.04
90,38.0,Tuscany,Red Blend,Caiarossa,615.22,14.04
89,18.0,Tuscany,Red Blend,Tenuta Valdipiatta,615.22,14.04
88,21.0,Tuscany,Red Blend,Fattoria Montellori,615.22,14.04
93,70.0,Tuscany,Sangiovese,Mazzei,615.22,14.04
88,90.0,Tuscany,Sangiovese,Mocali,615.22,14.04
88,80.0,Tuscany,Sangiovese,Podere La Vigna,615.22,14.04
89,70.0,Tuscany,Sangiovese,Fattoria di Lamole,615.22,14.04
89,20.0,Tuscany,Sangiovese,Mazzei,615.22,14.04
88,52.0,Tuscany,Sangiovese,Fattoria La Lecciaia,615.22,14.04
90,90.0,Tuscany,Sangiovese,Fattoria dei Barbi,615.22,14.04
88,29.0,Tuscany,Sangiovese,Lornano,615.22,14.04
93,80.0,Tuscany,Sangiovese,Caparzo,615.22,14.04
93,70.0,Tuscany,Sangiovese,Col d'Orcia,615.22,14.04
85,9.0,Tuscany,Red Blend,Piazzano,615.22,14.04
88,40.0,Tuscany,Red Blend,Brancaia,615.22,14.04
88,30.0,Tuscany,Red Blend,Fattoria San Felo,615.22,14.04
92,95.0,Tuscany,Sangiovese,Casisano Tommasi,615.22,14.04
86,26.0,Tuscany,Red Blend,La Selva,615.22,14.04
86,25.0,Tuscany,Red Blend,Machiavelli,615.22,14.04
85,15.0,Tuscany,Red Blend,Cantine Bellini,615.22,14.04
90,95.0,Tuscany,Sangiovese,La Mannella,615.22,14.04
87,19.0,Tuscany,Sangiovese,Colognole,615.22,14.04
89,28.0,Tuscany,Syrah,Fabrizio Dionisio,615.22,14.04
94,60.0,Tuscany,Sangiovese,Castelli del Grevepesa,615.22,14.04
94,45.0,Tuscany,Sangiovese,Castelli del Grevepesa,615.22,14.04
90,62.0,Tuscany,Sangiovese,La Magia,615.22,14.04
90,29.0,Tuscany,Red Blend,Canneto,615.22,14.04
92,65.0,Tuscany,Merlot,Barone Ricasoli,615.22,14.04
88,55.0,Tuscany,Sangiovese,Camigliano,615.22,14.04
88,44.0,Tuscany,Sangiovese,La Rasina,615.22,14.04
88,90.0,Tuscany,Sangiovese,Lambardi,615.22,14.04
94,79.0,Tuscany,Sangiovese,Castello di Verrazzano,615.22,14.04
87,37.0,Tuscany,Sangiovese,Fattoria di Petroio,615.22,14.04
90,80.0,Tuscany,Sangiovese,San Polo,615.22,14.04
90,35.0,Tuscany,Sangiovese,Cafaggio,615.22,14.04
90,29.0,Tuscany,Red Blend,Castello di Monterinaldi,615.22,14.04
93,60.0,Tuscany,Sangiovese,Talenti,615.22,14.04
93,80.0,Tuscany,Sangiovese,Poggio Antico,615.22,14.04
93,80.0,Tuscany,Sangiovese,Ruffino,615.22,14.04
93,70.0,Tuscany,Sangiovese,Capanne Ricci,615.22,14.04
93,55.0,Tuscany,Sangiovese,Col d'Orcia,615.22,14.04
89,28.0,Tuscany,Syrah,Fabrizio Dionisio,615.22,14.04
89,65.0,Tuscany,Sangiovese,I Sodi,615.22,14.04
88,37.0,Tuscany,Sangiovese,Pietro Beconcini,615.22,14.04
86,23.0,Tuscany,Red Blend,Brancaia,615.22,14.04
88,58.0,Tuscany,Sangiovese,Fattoria La Lecciaia,615.22,14.04
87,55.0,Tuscany,Red Blend,Romeo,615.22,14.04
84,20.0,Tuscany,Red Blend,Bindi Sergardi,615.22,14.04
90,60.0,Tuscany,Red Blend,Nittardi,615.22,14.04
85,40.0,Tuscany,Sangiovese,Bonacchi,615.22,14.04
93,40.0,Tuscany,Red Blend,Castello di Verrazzano,615.22,14.04
88,25.0,Tuscany,Sangiovese,Kirkland Signature,615.22,14.04
93,68.0,Tuscany,Red Blend,Volpaia,615.22,14.04
91,20.0,Tuscany,Red Blend,Fattoria Le Pupille,615.22,14.04
87,12.0,Tuscany,RosÃ©,Carpineto,615.22,14.04
87,15.0,Tuscany,White Blend,Fattoria Lavacchio,615.22,14.04
87,20.0,Tuscany,White Blend,Fattoria Le Pupille,615.22,14.04
90,55.0,Tuscany,Red Blend,Nittardi,615.22,14.04
87,15.0,Tuscany,Vermentino,Tenuta La Badiola,615.22,14.04
87,16.0,Tuscany,Red Blend,Ceralti,615.22,14.04
87,20.0,Tuscany,Vermentino,Poggio al Tesoro,615.22,14.04
89,24.0,Tuscany,Red Blend,Fattoria Lavacchio,615.22,14.04
87,29.0,Tuscany,Red Blend,Casa Sola,615.22,14.04
87,23.0,Tuscany,Sangiovese,Casale dello Sparviero,615.22,14.04
87,35.0,Tuscany,Red Blend,Le BÃ¨rne,615.22,14.04
87,25.0,Tuscany,Red Blend,Vecchia Cantina di Montepulciano,615.22,14.04
87,50.0,Tuscany,Sangiovese,Collosorbo,615.22,14.04
87,55.0,Tuscany,Sangiovese,Ferrero,615.22,14.04
87,40.0,Tuscany,Sangiovese,L'Oca Ciuca,615.22,14.04
87,30.0,Tuscany,Sangiovese,Canneta,615.22,14.04
87,48.0,Tuscany,Sangiovese,Verbena,615.22,14.04
93,35.0,Tuscany,Red Blend,Rocca delle MacÃ¬e,615.22,14.04
88,22.0,Tuscany,White Blend,Le Buche,615.22,14.04
88,23.0,Tuscany,Sangiovese,Fattoria della Talosa,615.22,14.04
87,97.0,Tuscany,Red Blend,Casa di Terra,615.22,14.04
87,64.0,Tuscany,Red Blend,Casa di Terra,615.22,14.04
88,60.0,Tuscany,Sangiovese,Sensi,615.22,14.04
88,49.0,Tuscany,Red Blend,Casa di Terra,615.22,14.04
88,15.0,Tuscany,Red Blend,Fornacelle,615.22,14.04
87,11.0,Tuscany,White Blend,Banfi,615.22,14.04
86,30.0,Tuscany,Red Blend,Castello di Selvole,615.22,14.04
89,60.0,Tuscany,Sangiovese,La Fortuna,615.22,14.04
89,20.0,Tuscany,Sangiovese,Mazzei,615.22,14.04
87,49.0,Tuscany,Red Blend,Fattoria Montellori,615.22,14.04
89,55.0,Tuscany,Red Blend,Tenuta di Vaira,615.22,14.04
93,79.0,Tuscany,Sangiovese,Caparzo,615.22,14.04
93,90.0,Tuscany,Sangiovese,Padelletti,615.22,14.04
93,70.0,Tuscany,Sangiovese,Siro Pacenti,615.22,14.04
85,18.0,Tuscany,Red Blend,Marchesi de' Frescobaldi,615.22,14.04
88,40.0,Tuscany,Red Blend,Viticcio,615.22,14.04
91,50.0,Tuscany,Sangiovese,Castelli Martinozzi,615.22,14.04
87,19.0,Tuscany,Sangiovese,Fossacolle,615.22,14.04
87,29.0,Tuscany,Red Blend,Barone Ricasoli,615.22,14.04
87,15.0,Tuscany,Red Blend,Cecchi,615.22,14.04
87,19.0,Tuscany,Red Blend,Tenuta di Lilliano,615.22,14.04
90,33.0,Tuscany,Sangiovese,Tenuta di Capraia,615.22,14.04
87,60.0,Tuscany,Sangiovese,Verbena,615.22,14.04
87,80.0,Tuscany,Sangiovese,Citille di Sopra,615.22,14.04
88,25.0,Tuscany,Red Blend,Fattoria di Montemaggio,615.22,14.04
88,50.0,Tuscany,Sangiovese,La Colombina,615.22,14.04
88,75.0,Tuscany,Sangiovese,La Fornace,615.22,14.04
88,28.0,Tuscany,Red Blend,Tenuta Argentiera,615.22,14.04
87,34.0,Tuscany,Sangiovese,PoderNuovo a Palazzone,615.22,14.04
92,100.0,Tuscany,Red Blend,Tua Rita,615.22,14.04
89,50.0,Tuscany,Cabernet Sauvignon,Cafaggio,615.22,14.04
89,65.0,Tuscany,Red Blend,Caiarossa,615.22,14.04
89,35.0,Tuscany,Cabernet Sauvignon,Carpineto,615.22,14.04
92,80.0,Tuscany,Sangiovese,Isole e Olena,615.22,14.04
92,40.0,Tuscany,Red Blend,Tenuta di Lilliano,615.22,14.04
92,69.0,Tuscany,Sangiovese,Tenute Silvio Nardi,615.22,14.04
92,79.0,Tuscany,Sangiovese,Terralsole,615.22,14.04
87,29.0,Tuscany,Sangiovese,Ormanni,615.22,14.04
92,45.0,Tuscany,Sangiovese,Il Molino di Grace,615.22,14.04
92,45.0,Tuscany,Red Blend,Querceto di Castellina,615.22,14.04
92,48.0,Tuscany,Sangiovese,Caprili,615.22,14.04
90,27.0,Tuscany,Sangiovese,Folonari,615.22,14.04
90,39.0,Tuscany,Sangiovese,Bindella,615.22,14.04
90,89.0,Tuscany,Sangiovese,Castello d'Albola,615.22,14.04
90,35.0,Tuscany,Red Blend,Cecchi,615.22,14.04
89,32.0,Tuscany,Red Blend,Poggio Argentiera,615.22,14.04
85,15.0,Tuscany,Sangiovese,Castellani,615.22,14.04
92,45.0,Tuscany,Red Blend,Castello Vicchiomaggio,615.22,14.04
92,60.0,Tuscany,Red Blend,Poliziano,615.22,14.04
88,16.0,Tuscany,Red Blend,San Felice,615.22,14.04
88,45.0,Tuscany,Red Blend,Fornacelle,615.22,14.04
88,36.0,Tuscany,Sangiovese,Lornano,615.22,14.04
88,50.0,Tuscany,Sangiovese,Belpoggio,615.22,14.04
88,65.0,Tuscany,Sangiovese,La Poderina,615.22,14.04
88,25.0,Tuscany,Red Blend,Nottola,615.22,14.04
88,35.0,Tuscany,Red Blend,Val delle Rose,615.22,14.04
86,19.0,Tuscany,White Blend,Jacopo Biondi-Santi,615.22,14.04
88,50.0,Tuscany,Sangiovese,Tenuta Vitanza,615.22,14.04
89,35.0,Tuscany,Red Blend,Casa di Terra,615.22,14.04
88,30.0,Tuscany,Red Blend,Podere il Pozzo,615.22,14.04
85,15.0,Tuscany,Sangiovese,Castellani,615.22,14.04
94,68.0,Tuscany,Sangiovese,Poggio Antico,615.22,14.04
93,60.0,Tuscany,Sangiovese,Ciacci Piccolomini d'Aragona,615.22,14.04
91,86.0,Tuscany,Sangiovese,Tenuta La Fuga,615.22,14.04
87,33.0,Tuscany,Sangiovese,Caparzo,615.22,14.04
87,30.0,Tuscany,Sangiovese,Querce Bettina,615.22,14.04
91,35.0,Tuscany,Red Blend,Boscarelli,615.22,14.04
91,25.0,Tuscany,Red Blend,Gracciano della Seta,615.22,14.04
93,50.0,Tuscany,Red Blend,Castello di Ama,615.22,14.04
88,35.0,Tuscany,Vermentino,Terre del Marchesato,615.22,14.04
88,21.0,Tuscany,Red Blend,Fattoria Montellori,615.22,14.04
90,52.0,Tuscany,Red Blend,Cipriana,615.22,14.04
90,35.0,Tuscany,Red Blend,Rocca di Frassinello,615.22,14.04
92,30.0,Tuscany,Sangiovese,Fattoria Torre a Cona,615.22,14.04
89,46.0,Tuscany,Merlot,Cafaggio,615.22,14.04
89,99.0,Tuscany,Red Blend,Ruffino,615.22,14.04
88,50.0,Tuscany,White Blend,Diadema,615.22,14.04
89,26.0,Tuscany,Sangiovese,Felsina,615.22,14.04
94,55.0,Tuscany,Sangiovese,Livio Sassetti,615.22,14.04
94,50.0,Tuscany,Sangiovese,Baricci,615.22,14.04
85,35.0,Tuscany,Red Blend,Aia Vecchia,615.22,14.04
92,50.0,Tuscany,White Blend,Volpaia,615.22,14.04
95,44.0,Tuscany,Red Blend,San Felice,615.22,14.04
95,82.0,Tuscany,Red Blend,Monteraponi,615.22,14.04
88,65.0,Tuscany,Sangiovese,Salcheto,615.22,14.04
85,9.0,Tuscany,Pinot Grigio,Banfi,615.22,14.04
92,60.0,Tuscany,Sangiovese,Marchesi Antinori,615.22,14.04
87,30.0,Tuscany,Red Blend,San Fabiano Calcinaia,615.22,14.04
87,25.0,Tuscany,Red Blend,Castello di Querceto,615.22,14.04
87,19.0,Tuscany,Sangiovese,Colognole,615.22,14.04
89,60.0,Tuscany,Sangiovese,Tenuta San Giorgio,615.22,14.04
89,45.0,Tuscany,Sangiovese,Castiglion del Bosco,615.22,14.04
89,60.0,Tuscany,Sangiovese,Paradisone,615.22,14.04
89,30.0,Tuscany,Red Blend,Serpaia di Endrizzi,615.22,14.04
91,26.0,Tuscany,Red Blend,Bindella,615.22,14.04
90,57.0,Tuscany,Red Blend,Rocca delle MacÃ¬e,615.22,14.04
90,55.0,Tuscany,Sangiovese,San Felice,615.22,14.04
90,23.0,Tuscany,Sangiovese,San Felice,615.22,14.04
90,60.0,Tuscany,Sangiovese,Badia a Coltibuono,615.22,14.04
88,28.0,Tuscany,Sangiovese,Canneta,615.22,14.04
90,34.0,Tuscany,Sangiovese,San Leonino,615.22,14.04
90,35.0,Tuscany,Sangiovese,Villa Calcinaia,615.22,14.04
87,22.0,Tuscany,Red Blend,Rocca di Castagnoli,615.22,14.04
